lid,rid
323095,1035512
323095,484022
144855,323095
323095,400589
323095,777209
323095,429726
323095,604087
323095,1054506
323095,951273
323095,366473
323095,1046485
323095,580720
484022,1035512
144855,1035512
400589,1035512
777209,1035512
429726,1035512
604087,1035512
1035512,1054506
951273,1035512
366473,1035512
1035512,1046485
580720,1035512
144855,484022
400589,484022
484022,777209
429726,484022
484022,604087
484022,1054506
484022,951273
366473,484022
484022,1046485
484022,580720
144855,400589
144855,777209
144855,429726
144855,604087
144855,1054506
144855,951273
144855,366473
144855,1046485
144855,580720
400589,777209
400589,429726
400589,604087
400589,1054506
400589,951273
366473,400589
400589,1046485
400589,580720
429726,777209
604087,777209
777209,1054506
777209,951273
366473,777209
777209,1046485
580720,777209
429726,604087
429726,1054506
429726,951273
366473,429726
429726,1046485
429726,580720
604087,1054506
604087,951273
366473,604087
604087,1046485
580720,604087
951273,1054506
366473,1054506
1046485,1054506
580720,1054506
366473,951273
951273,1046485
580720,951273
366473,1046485
366473,580720
580720,1046485
818899,870265
32722,1185849
120541,739890
1064627,1192325
1050023,1095080
197117,714655
485193,1041786
485193,878708
141485,485193
203377,485193
485193,977442
485193,918553
434374,485193
106380,485193
220952,485193
56896,485193
281751,485193
485193,975781
485193,839281
485193,1042017
485193,674226
485193,777397
244133,485193
485193,1179685
485193,823803
383406,485193
485193,504103
485193,503953
485193,653168
317339,485193
485193,596073
485193,1144370
315124,485193
301409,485193
246181,485193
878708,1041786
141485,1041786
203377,1041786
977442,1041786
918553,1041786
434374,1041786
106380,1041786
220952,1041786
56896,1041786
281751,1041786
975781,1041786
839281,1041786
1041786,1042017
674226,1041786
777397,1041786
244133,1041786
1041786,1179685
823803,1041786
383406,1041786
504103,1041786
503953,1041786
653168,1041786
317339,1041786
596073,1041786
1041786,1144370
315124,1041786
301409,1041786
246181,1041786
141485,878708
203377,878708
878708,977442
878708,918553
434374,878708
106380,878708
220952,878708
56896,878708
281751,878708
878708,975781
839281,878708
878708,1042017
674226,878708
777397,878708
244133,878708
878708,1179685
823803,878708
383406,878708
504103,878708
503953,878708
653168,878708
317339,878708
596073,878708
878708,1144370
315124,878708
301409,878708
246181,878708
141485,203377
141485,977442
141485,918553
141485,434374
106380,141485
141485,220952
56896,141485
141485,281751
141485,975781
141485,839281
141485,1042017
141485,674226
141485,777397
141485,244133
141485,1179685
141485,823803
141485,383406
141485,504103
141485,503953
141485,653168
141485,317339
141485,596073
141485,1144370
141485,315124
141485,301409
141485,246181
203377,977442
203377,918553
203377,434374
106380,203377
203377,220952
56896,203377
203377,281751
203377,975781
203377,839281
203377,1042017
203377,674226
203377,777397
203377,244133
203377,1179685
203377,823803
203377,383406
203377,504103
203377,503953
203377,653168
203377,317339
203377,596073
203377,1144370
203377,315124
203377,301409
203377,246181
918553,977442
434374,977442
106380,977442
220952,977442
56896,977442
281751,977442
975781,977442
839281,977442
977442,1042017
674226,977442
777397,977442
244133,977442
977442,1179685
823803,977442
383406,977442
504103,977442
503953,977442
653168,977442
317339,977442
596073,977442
977442,1144370
315124,977442
301409,977442
246181,977442
434374,918553
106380,918553
220952,918553
56896,918553
281751,918553
918553,975781
839281,918553
918553,1042017
674226,918553
777397,918553
244133,918553
918553,1179685
823803,918553
383406,918553
504103,918553
503953,918553
653168,918553
317339,918553
596073,918553
918553,1144370
315124,918553
301409,918553
246181,918553
106380,434374
220952,434374
56896,434374
281751,434374
434374,975781
434374,839281
434374,1042017
434374,674226
434374,777397
244133,434374
434374,1179685
434374,823803
383406,434374
434374,504103
434374,503953
434374,653168
317339,434374
434374,596073
434374,1144370
315124,434374
301409,434374
246181,434374
106380,220952
56896,106380
106380,281751
106380,975781
106380,839281
106380,1042017
106380,674226
106380,777397
106380,244133
106380,1179685
106380,823803
106380,383406
106380,504103
106380,503953
106380,653168
106380,317339
106380,596073
106380,1144370
106380,315124
106380,301409
106380,246181
56896,220952
220952,281751
220952,975781
220952,839281
220952,1042017
220952,674226
220952,777397
220952,244133
220952,1179685
220952,823803
220952,383406
220952,504103
220952,503953
220952,653168
220952,317339
220952,596073
220952,1144370
220952,315124
220952,301409
220952,246181
56896,281751
56896,975781
56896,839281
56896,1042017
56896,674226
56896,777397
56896,244133
56896,1179685
56896,823803
56896,383406
56896,504103
56896,503953
56896,653168
56896,317339
56896,596073
56896,1144370
56896,315124
56896,301409
56896,246181
281751,975781
281751,839281
281751,1042017
281751,674226
281751,777397
244133,281751
281751,1179685
281751,823803
281751,383406
281751,504103
281751,503953
281751,653168
281751,317339
281751,596073
281751,1144370
281751,315124
281751,301409
246181,281751
839281,975781
975781,1042017
674226,975781
777397,975781
244133,975781
975781,1179685
823803,975781
383406,975781
504103,975781
503953,975781
653168,975781
317339,975781
596073,975781
975781,1144370
315124,975781
301409,975781
246181,975781
839281,1042017
674226,839281
777397,839281
244133,839281
839281,1179685
823803,839281
383406,839281
504103,839281
503953,839281
653168,839281
317339,839281
596073,839281
839281,1144370
315124,839281
301409,839281
246181,839281
674226,1042017
777397,1042017
244133,1042017
1042017,1179685
823803,1042017
383406,1042017
504103,1042017
503953,1042017
653168,1042017
317339,1042017
596073,1042017
1042017,1144370
315124,1042017
301409,1042017
246181,1042017
674226,777397
244133,674226
674226,1179685
674226,823803
383406,674226
504103,674226
503953,674226
653168,674226
317339,674226
596073,674226
674226,1144370
315124,674226
301409,674226
246181,674226
244133,777397
777397,1179685
777397,823803
383406,777397
504103,777397
503953,777397
653168,777397
317339,777397
596073,777397
777397,1144370
315124,777397
301409,777397
246181,777397
244133,1179685
244133,823803
244133,383406
244133,504103
244133,503953
244133,653168
244133,317339
244133,596073
244133,1144370
244133,315124
244133,301409
244133,246181
823803,1179685
383406,1179685
504103,1179685
503953,1179685
653168,1179685
317339,1179685
596073,1179685
1144370,1179685
315124,1179685
301409,1179685
246181,1179685
383406,823803
504103,823803
503953,823803
653168,823803
317339,823803
596073,823803
823803,1144370
315124,823803
301409,823803
246181,823803
383406,504103
383406,503953
383406,653168
317339,383406
383406,596073
383406,1144370
315124,383406
301409,383406
246181,383406
503953,504103
504103,653168
317339,504103
504103,596073
504103,1144370
315124,504103
301409,504103
246181,504103
503953,653168
317339,503953
503953,596073
503953,1144370
315124,503953
301409,503953
246181,503953
317339,653168
596073,653168
653168,1144370
315124,653168
301409,653168
246181,653168
317339,596073
317339,1144370
315124,317339
301409,317339
246181,317339
596073,1144370
315124,596073
301409,596073
246181,596073
315124,1144370
301409,1144370
246181,1144370
301409,315124
246181,315124
246181,301409
365405,709857
54555,298211
428569,693615
824319,1082831
36005,1195899
601099,684107
194519,1220321
290462,887913
784920,853153
241665,711083
240452,911686
827147,1053882
704675,950160
767249,906586
243199,309265
92945,585622
480731,578118
307637,477566
702572,1123928
340079,835961
228306,418345
547165,686592
294792,684957
424865,479637
437571,647846
561648,1009541
464547,498066
337254,997429
91009,946571
157974,601560
645545,745445
39516,101601
406247,958643
842394,927706
108687,593860
525890,543254
830924,938030
46256,381012
176690,189372
157847,833213
893401,1183075
441620,866837
532339,967804
216431,508994
156659,968212
343189,1123574
343189,560464
560464,1123574
37195,496011
371364,983468
220403,1212467
361468,368813
324032,388457
402356,1004420
20431,1115774
497951,718183
193089,722341
100754,242469
524746,1020495
29375,1009159
270157,281313
407680,1025390
313690,602209
158644,1188396
557800,578637
691545,906236
294199,759102
420447,927616
276727,1146173
987697,1188342
501616,1195212
734379,1065420
89057,843337
531722,1116734
366864,1140698
9499,1126095
193497,937147
43887,381188
781468,1002973
593629,925252
59990,687061
389279,807660
468636,715497
513302,937824
63079,624139
75909,525700
230926,285983
526962,978176
31195,778023
799929,1035107
144527,814820
103093,925823
230946,715352
101297,1150825
28319,302098
96622,949526
56396,309734
732797,1116550
763662,981156
152683,347162
1515,1170276
1168566,1170276
884166,1170276
1147038,1170276
584871,1170276
823878,1170276
1515,1168566
1515,884166
1515,1147038
1515,584871
1515,823878
884166,1168566
1147038,1168566
584871,1168566
823878,1168566
884166,1147038
584871,884166
823878,884166
584871,1147038
823878,1147038
584871,823878
440510,547756
509110,524337
559035,954288
150471,1199995
667684,1092459
212242,863232
1113411,1134987
957029,982719
353685,490715
725704,1021375
380750,721161
288592,984092
78086,915531
78086,609608
78086,515875
78086,150031
609608,915531
515875,915531
150031,915531
515875,609608
150031,609608
150031,515875
89149,861536
474256,568711
67545,849705
849705,928300
67545,928300
25674,528550
483874,1083469
975810,997494
574237,916147
935908,989523
177572,698640
992749,1139304
321927,346220
389254,496008
81623,738961
1083329,1120420
947134,1213845
290577,743015
557958,814903
889119,1159680
843286,1159680
1001047,1159680
1055899,1159680
897123,1159680
843286,889119
889119,1001047
889119,1055899
889119,897123
843286,1001047
843286,1055899
843286,897123
1001047,1055899
897123,1001047
897123,1055899
291431,1082577
291431,572601
291431,859218
572601,1082577
859218,1082577
572601,859218
60686,482454
865892,1120601
197508,604476
244752,562970
596474,697210
95906,928589
186684,1161110
573883,1218162
585300,696136
901116,1210604
592549,1210604
592549,901116
253557,914304
677261,727834
113175,999224
163600,708251
649701,1070036
462342,711741
378349,963759
454017,652568
190234,377089
688017,953561
3777,1031028
647975,1036598
202194,364218
1150141,1222466
295250,1158271
389296,822843
391832,1156663
148134,371944
627249,1139542
1073224,1158716
174724,202957
480850,1184158
84805,769297
101197,1175055
187501,641086
833113,1103227
678058,996638
795487,928064
32434,406086
4946,192682
217610,1171854
258901,898454
123819,405467
293290,953811
323542,460492
477299,1025400
63975,1063755
707293,801209
845714,991703
140248,1112363
453128,995423
642780,851709
21529,166396
698653,872089
260599,1212452
120301,284922
563573,1056042
557605,986333
158102,1126053
229227,548555
830821,957221
117055,844933
720028,952697
155524,997928
57235,1184108
669693,715604
137881,664701
919725,943080
199300,279050
136639,1033634
122978,1016133
437691,1162532
676415,799764
519590,1181097
564505,809333
673197,972906
39844,1185001
640296,884994
117629,551742
399593,489783
9468,174083
185139,1152044
1165852,1180742
468521,1216934
138251,1098727
106753,334978
960590,1104937
163850,378867
1000057,1195612
51871,421582
811675,1000678
639686,732897
15001,981129
96558,555161
536385,651055
536385,1132226
310482,536385
536385,1023494
536385,1059128
536385,1199587
269359,536385
300147,536385
536385,728794
506713,536385
480511,536385
651055,1132226
310482,651055
651055,1023494
651055,1059128
651055,1199587
269359,651055
300147,651055
651055,728794
506713,651055
480511,651055
310482,1132226
1023494,1132226
1059128,1132226
1132226,1199587
269359,1132226
300147,1132226
728794,1132226
506713,1132226
480511,1132226
310482,1023494
310482,1059128
310482,1199587
269359,310482
300147,310482
310482,728794
310482,506713
310482,480511
1023494,1059128
1023494,1199587
269359,1023494
300147,1023494
728794,1023494
506713,1023494
480511,1023494
1059128,1199587
269359,1059128
300147,1059128
728794,1059128
506713,1059128
480511,1059128
269359,1199587
300147,1199587
728794,1199587
506713,1199587
480511,1199587
269359,300147
269359,728794
269359,506713
269359,480511
300147,728794
300147,506713
300147,480511
506713,728794
480511,728794
480511,506713
173105,716877
9725,1047372
775851,934452
85082,623853
623853,1174020
85082,1174020
175317,767767
62075,665105
294893,1101042
599617,1199744
912047,1141787
435482,904969
856092,863209
23576,118703
58464,1045401
616706,1212158
377489,451771
512778,980494
828791,1037962
230536,437100
299003,1150811
47226,656831
652,839462
527695,540493
172425,985790
701577,841506
57132,1027388
333928,685773
743096,1097190
769155,1055067
468558,487247
661562,874006
61819,640612
277082,613184
816931,900995
816931,840957
840957,900995
372634,568351
362407,1142674
590021,1102175
177740,936133
753549,773674
773674,813048
640306,773674
730413,773674
773674,832970
773674,775729
773674,805337
331031,773674
418789,773674
64135,773674
78790,773674
660310,773674
598072,773674
773674,1024080
753549,813048
640306,753549
730413,753549
753549,832970
753549,775729
753549,805337
331031,753549
418789,753549
64135,753549
78790,753549
660310,753549
598072,753549
753549,1024080
640306,813048
730413,813048
813048,832970
775729,813048
805337,813048
331031,813048
418789,813048
64135,813048
78790,813048
660310,813048
598072,813048
813048,1024080
640306,730413
640306,832970
640306,775729
640306,805337
331031,640306
418789,640306
64135,640306
78790,640306
640306,660310
598072,640306
640306,1024080
730413,832970
730413,775729
730413,805337
331031,730413
418789,730413
64135,730413
78790,730413
660310,730413
598072,730413
730413,1024080
775729,832970
805337,832970
331031,832970
418789,832970
64135,832970
78790,832970
660310,832970
598072,832970
832970,1024080
775729,805337
331031,775729
418789,775729
64135,775729
78790,775729
660310,775729
598072,775729
775729,1024080
331031,805337
418789,805337
64135,805337
78790,805337
660310,805337
598072,805337
805337,1024080
331031,418789
64135,331031
78790,331031
331031,660310
331031,598072
331031,1024080
64135,418789
78790,418789
418789,660310
418789,598072
418789,1024080
64135,78790
64135,660310
64135,598072
64135,1024080
78790,660310
78790,598072
78790,1024080
598072,660310
660310,1024080
598072,1024080
710617,872428
34396,484332
159489,579522
62654,903959
345173,1181214
694312,709355
709355,728258
394970,709355
709355,977821
709355,999824
694312,728258
394970,694312
694312,977821
694312,999824
394970,728258
728258,977821
728258,999824
394970,977821
394970,999824
977821,999824
38657,552681
475997,657242
1081472,1083348
486656,964127
722304,944475
250049,255837
647905,908005
191371,923186
43547,400124
10434,400124
400124,765044
10434,43547
43547,765044
10434,765044
43771,850410
700578,1028886
287051,669717
86260,411834
180242,637958
17743,378951
855597,978475
289799,556300
697711,739337
274800,545797
67839,703939
67839,519222
67839,884883
67839,249012
67839,1195748
20371,67839
67839,393759
67839,1014258
67839,871202
67839,591235
67839,665957
67839,783786
67839,1170343
67839,206865
67839,317033
67839,1200313
67839,78596
67839,412911
17565,67839
67839,345732
67839,595720
67839,246994
67839,225419
67839,1163520
67839,608062
519222,703939
703939,884883
249012,703939
703939,1195748
20371,703939
393759,703939
703939,1014258
703939,871202
591235,703939
665957,703939
703939,783786
703939,1170343
206865,703939
317033,703939
703939,1200313
78596,703939
412911,703939
17565,703939
345732,703939
595720,703939
246994,703939
225419,703939
703939,1163520
608062,703939
519222,884883
249012,519222
519222,1195748
20371,519222
393759,519222
519222,1014258
519222,871202
519222,591235
519222,665957
519222,783786
519222,1170343
206865,519222
317033,519222
519222,1200313
78596,519222
412911,519222
17565,519222
345732,519222
519222,595720
246994,519222
225419,519222
519222,1163520
519222,608062
249012,884883
884883,1195748
20371,884883
393759,884883
884883,1014258
871202,884883
591235,884883
665957,884883
783786,884883
884883,1170343
206865,884883
317033,884883
884883,1200313
78596,884883
412911,884883
17565,884883
345732,884883
595720,884883
246994,884883
225419,884883
884883,1163520
608062,884883
249012,1195748
20371,249012
249012,393759
249012,1014258
249012,871202
249012,591235
249012,665957
249012,783786
249012,1170343
206865,249012
249012,317033
249012,1200313
78596,249012
249012,412911
17565,249012
249012,345732
249012,595720
246994,249012
225419,249012
249012,1163520
249012,608062
20371,1195748
393759,1195748
1014258,1195748
871202,1195748
591235,1195748
665957,1195748
783786,1195748
1170343,1195748
206865,1195748
317033,1195748
1195748,1200313
78596,1195748
412911,1195748
17565,1195748
345732,1195748
595720,1195748
246994,1195748
225419,1195748
1163520,1195748
608062,1195748
20371,393759
20371,1014258
20371,871202
20371,591235
20371,665957
20371,783786
20371,1170343
20371,206865
20371,317033
20371,1200313
20371,78596
20371,412911
17565,20371
20371,345732
20371,595720
20371,246994
20371,225419
20371,1163520
20371,608062
393759,1014258
393759,871202
393759,591235
393759,665957
393759,783786
393759,1170343
206865,393759
317033,393759
393759,1200313
78596,393759
393759,412911
17565,393759
345732,393759
393759,595720
246994,393759
225419,393759
393759,1163520
393759,608062
871202,1014258
591235,1014258
665957,1014258
783786,1014258
1014258,1170343
206865,1014258
317033,1014258
1014258,1200313
78596,1014258
412911,1014258
17565,1014258
345732,1014258
595720,1014258
246994,1014258
225419,1014258
1014258,1163520
608062,1014258
591235,871202
665957,871202
783786,871202
871202,1170343
206865,871202
317033,871202
871202,1200313
78596,871202
412911,871202
17565,871202
345732,871202
595720,871202
246994,871202
225419,871202
871202,1163520
608062,871202
591235,665957
591235,783786
591235,1170343
206865,591235
317033,591235
591235,1200313
78596,591235
412911,591235
17565,591235
345732,591235
591235,595720
246994,591235
225419,591235
591235,1163520
591235,608062
665957,783786
665957,1170343
206865,665957
317033,665957
665957,1200313
78596,665957
412911,665957
17565,665957
345732,665957
595720,665957
246994,665957
225419,665957
665957,1163520
608062,665957
783786,1170343
206865,783786
317033,783786
783786,1200313
78596,783786
412911,783786
17565,783786
345732,783786
595720,783786
246994,783786
225419,783786
783786,1163520
608062,783786
206865,1170343
317033,1170343
