left_instance_id,right_instance_id
175317,1032600
767767,1032600
688017,1032600
118025,1032600
725185,1032600
60686,1032600
978475,1032600
855597,1032600
593629,1032600
925252,1032600
1032600,1079385
774273,1032600
12950,1032600
351669,1032600
5560,1032600
570242,1032600
54240,1032600
145821,1032600
464547,1032600
498066,1032600
1032600,1097190
743096,1032600
472984,1032600
997206,1032600
1030741,1032600
96558,1032600
555161,1032600
1032600,1146173
276727,1032600
96622,1032600
949526,1032600
502519,696428
696428,794998
696428,998816
371364,696428
696428,983468
38229,696428
590269,696428
696428,852468
389770,696428
696428,1083469
483874,696428
696428,986333
557605,696428
696428,903879
295543,696428
131856,696428
291464,696428
696428,954611
696428,1082248
216431,696428
508994,696428
696428,844933
117055,696428
696428,722520
696428,1115364
696428,944475
696428,722304
696428,904995
492951,696428
696428,1199744
599617,696428
559035,696428
696428,954288
649701,696428
696428,1070036
692334,696428
696428,1149773
556300,696428
289799,696428
175317,696428
696428,767767
688017,696428
118025,696428
696428,725185
60686,696428
696428,978475
696428,855597
593629,696428
696428,925252
696428,1079385
696428,774273
12950,696428
351669,696428
5560,696428
570242,696428
54240,696428
145821,696428
464547,696428
498066,696428
696428,1097190
696428,743096
472984,696428
696428,997206
696428,1030741
96558,696428
555161,696428
696428,1146173
276727,696428
96622,696428
696428,949526
502519,794998
502519,998816
371364,502519
502519,983468
38229,502519
502519,590269
502519,852468
389770,502519
502519,1083469
483874,502519
502519,986333
502519,557605
502519,903879
295543,502519
131856,502519
291464,502519
502519,954611
502519,1082248
216431,502519
502519,508994
502519,844933
117055,502519
502519,722520
502519,1115364
502519,944475
502519,722304
502519,904995
492951,502519
502519,1199744
502519,599617
502519,559035
502519,954288
502519,649701
502519,1070036
502519,692334
502519,1149773
502519,556300
289799,502519
175317,502519
502519,767767
502519,688017
118025,502519
502519,725185
60686,502519
502519,978475
502519,855597
502519,593629
502519,925252
502519,1079385
502519,774273
12950,502519
351669,502519
5560,502519
502519,570242
54240,502519
145821,502519
464547,502519
498066,502519
502519,1097190
502519,743096
472984,502519
502519,997206
502519,1030741
96558,502519
502519,555161
502519,1146173
276727,502519
96622,502519
502519,949526
794998,998816
371364,794998
794998,983468
38229,794998
590269,794998
794998,852468
389770,794998
794998,1083469
483874,794998
794998,986333
557605,794998
794998,903879
295543,794998
131856,794998
291464,794998
794998,954611
794998,1082248
216431,794998
508994,794998
794998,844933
117055,794998
722520,794998
794998,1115364
794998,944475
722304,794998
794998,904995
492951,794998
794998,1199744
599617,794998
559035,794998
794998,954288
649701,794998
794998,1070036
692334,794998
794998,1149773
556300,794998
289799,794998
175317,794998
767767,794998
688017,794998
118025,794998
725185,794998
60686,794998
794998,978475
794998,855597
593629,794998
794998,925252
794998,1079385
774273,794998
12950,794998
351669,794998
5560,794998
570242,794998
54240,794998
145821,794998
464547,794998
498066,794998
794998,1097190
743096,794998
472984,794998
794998,997206
794998,1030741
96558,794998
555161,794998
794998,1146173
276727,794998
96622,794998
794998,949526
371364,998816
983468,998816
38229,998816
590269,998816
852468,998816
389770,998816
998816,1083469
483874,998816
986333,998816
557605,998816
903879,998816
295543,998816
131856,998816
291464,998816
954611,998816
998816,1082248
216431,998816
508994,998816
844933,998816
117055,998816
722520,998816
998816,1115364
944475,998816
722304,998816
904995,998816
492951,998816
998816,1199744
599617,998816
559035,998816
954288,998816
649701,998816
998816,1070036
692334,998816
998816,1149773
556300,998816
289799,998816
175317,998816
767767,998816
688017,998816
118025,998816
725185,998816
60686,998816
978475,998816
855597,998816
593629,998816
925252,998816
998816,1079385
774273,998816
12950,998816
351669,998816
5560,998816
570242,998816
54240,998816
145821,998816
464547,998816
498066,998816
998816,1097190
743096,998816
472984,998816
997206,998816
998816,1030741
96558,998816
555161,998816
998816,1146173
276727,998816
96622,998816
949526,998816
371364,983468
38229,371364
371364,590269
371364,852468
371364,389770
371364,1083469
371364,483874
371364,986333
371364,557605
371364,903879
295543,371364
131856,371364
291464,371364
371364,954611
371364,1082248
216431,371364
371364,508994
371364,844933
117055,371364
371364,722520
371364,1115364
371364,944475
371364,722304
371364,904995
371364,492951
371364,1199744
371364,599617
371364,559035
371364,954288
371364,649701
371364,1070036
371364,692334
371364,1149773
371364,556300
289799,371364
175317,371364
371364,767767
371364,688017
118025,371364
371364,725185
60686,371364
371364,978475
371364,855597
371364,593629
371364,925252
371364,1079385
371364,774273
12950,371364
351669,371364
5560,371364
371364,570242
54240,371364
145821,371364
371364,464547
371364,498066
371364,1097190
371364,743096
371364,472984
371364,997206
371364,1030741
96558,371364
371364,555161
371364,1146173
276727,371364
96622,371364
371364,949526
38229,983468
590269,983468
852468,983468
389770,983468
983468,1083469
483874,983468
983468,986333
557605,983468
903879,983468
295543,983468
131856,983468
291464,983468
954611,983468
983468,1082248
216431,983468
508994,983468
844933,983468
117055,983468
722520,983468
983468,1115364
944475,983468
722304,983468
904995,983468
492951,983468
983468,1199744
599617,983468
559035,983468
954288,983468
649701,983468
983468,1070036
692334,983468
983468,1149773
556300,983468
289799,983468
175317,983468
767767,983468
688017,983468
118025,983468
725185,983468
60686,983468
978475,983468
855597,983468
593629,983468
925252,983468
983468,1079385
774273,983468
12950,983468
351669,983468
5560,983468
570242,983468
54240,983468
145821,983468
464547,983468
498066,983468
983468,1097190
743096,983468
472984,983468
983468,997206
983468,1030741
96558,983468
555161,983468
983468,1146173
276727,983468
96622,983468
949526,983468
38229,590269
38229,852468
38229,389770
38229,1083469
38229,483874
38229,986333
38229,557605
38229,903879
38229,295543
38229,131856
38229,291464
38229,954611
38229,1082248
38229,216431
38229,508994
38229,844933
38229,117055
38229,722520
38229,1115364
38229,944475
38229,722304
38229,904995
38229,492951
38229,1199744
38229,599617
38229,559035
38229,954288
38229,649701
38229,1070036
38229,692334
38229,1149773
38229,556300
38229,289799
38229,175317
38229,767767
38229,688017
38229,118025
38229,725185
38229,60686
38229,978475
38229,855597
38229,593629
38229,925252
38229,1079385
38229,774273
12950,38229
38229,351669
5560,38229
38229,570242
38229,54240
38229,145821
38229,464547
38229,498066
38229,1097190
38229,743096
38229,472984
38229,997206
38229,1030741
38229,96558
38229,555161
38229,1146173
38229,276727
38229,96622
38229,949526
590269,852468
389770,590269
590269,1083469
483874,590269
590269,986333
557605,590269
590269,903879
295543,590269
131856,590269
291464,590269
590269,954611
590269,1082248
216431,590269
508994,590269
590269,844933
117055,590269
590269,722520
590269,1115364
590269,944475
590269,722304
590269,904995
492951,590269
590269,1199744
590269,599617
559035,590269
590269,954288
590269,649701
590269,1070036
590269,692334
590269,1149773
556300,590269
289799,590269
175317,590269
590269,767767
590269,688017
118025,590269
590269,725185
60686,590269
590269,978475
590269,855597
590269,593629
590269,925252
590269,1079385
590269,774273
12950,590269
351669,590269
5560,590269
570242,590269
54240,590269
145821,590269
464547,590269
498066,590269
590269,1097190
590269,743096
472984,590269
590269,997206
590269,1030741
96558,590269
555161,590269
590269,1146173
276727,590269
96622,590269
590269,949526
389770,852468
852468,1083469
483874,852468
852468,986333
557605,852468
852468,903879
295543,852468
131856,852468
291464,852468
852468,954611
852468,1082248
216431,852468
508994,852468
844933,852468
117055,852468
722520,852468
852468,1115364
852468,944475
722304,852468
852468,904995
492951,852468
852468,1199744
599617,852468
559035,852468
852468,954288
649701,852468
852468,1070036
692334,852468
852468,1149773
556300,852468
289799,852468
175317,852468
767767,852468
688017,852468
118025,852468
725185,852468
60686,852468
852468,978475
852468,855597
593629,852468
852468,925252
852468,1079385
774273,852468
12950,852468
351669,852468
5560,852468
570242,852468
54240,852468
145821,852468
464547,852468
498066,852468
852468,1097190
743096,852468
472984,852468
852468,997206
852468,1030741
96558,852468
555161,852468
852468,1146173
276727,852468
96622,852468
852468,949526
389770,1083469
389770,483874
389770,986333
389770,557605
389770,903879
295543,389770
131856,389770
291464,389770
389770,954611
389770,1082248
216431,389770
389770,508994
389770,844933
117055,389770
389770,722520
389770,1115364
389770,944475
389770,722304
389770,904995
389770,492951
389770,1199744
389770,599617
389770,559035
389770,954288
389770,649701
389770,1070036
389770,692334
389770,1149773
389770,556300
289799,389770
175317,389770
389770,767767
389770,688017
118025,389770
389770,725185
60686,389770
389770,978475
389770,855597
389770,593629
389770,925252
389770,1079385
389770,774273
12950,389770
351669,389770
5560,389770
389770,570242
54240,389770
145821,389770
389770,464547
389770,498066
389770,1097190
389770,743096
389770,472984
389770,997206
389770,1030741
96558,389770
389770,555161
389770,1146173
276727,389770
96622,389770
389770,949526
483874,1083469
986333,1083469
557605,1083469
903879,1083469
295543,1083469
131856,1083469
291464,1083469
954611,1083469
1082248,1083469
216431,1083469
508994,1083469
844933,1083469
117055,1083469
722520,1083469
1083469,1115364
944475,1083469
722304,1083469
904995,1083469
492951,1083469
1083469,1199744
599617,1083469
559035,1083469
954288,1083469
649701,1083469
1070036,1083469
692334,1083469
1083469,1149773
556300,1083469
289799,1083469
175317,1083469
767767,1083469
688017,1083469
118025,1083469
725185,1083469
60686,1083469
978475,1083469
855597,1083469
593629,1083469
925252,1083469
1079385,1083469
774273,1083469
12950,1083469
351669,1083469
5560,1083469
570242,1083469
54240,1083469
145821,1083469
464547,1083469
498066,1083469
1083469,1097190
743096,1083469
472984,1083469
997206,1083469
1030741,1083469
96558,1083469
555161,1083469
1083469,1146173
276727,1083469
96622,1083469
949526,1083469
483874,986333
483874,557605
483874,903879
295543,483874
131856,483874
291464,483874
483874,954611
483874,1082248
216431,483874
483874,508994
483874,844933
117055,483874
483874,722520
483874,1115364
483874,944475
483874,722304
483874,904995
483874,492951
483874,1199744
483874,599617
483874,559035
483874,954288
483874,649701
483874,1070036
483874,692334
483874,1149773
483874,556300
289799,483874
175317,483874
483874,767767
483874,688017
118025,483874
483874,725185
60686,483874
483874,978475
483874,855597
483874,593629
483874,925252
483874,1079385
483874,774273
12950,483874
351669,483874
5560,483874
483874,570242
54240,483874
145821,483874
464547,483874
483874,498066
483874,1097190
483874,743096
472984,483874
483874,997206
483874,1030741
96558,483874
483874,555161
483874,1146173
276727,483874
96622,483874
483874,949526
557605,986333
903879,986333
295543,986333
131856,986333
291464,986333
954611,986333
986333,1082248
216431,986333
508994,986333
844933,986333
117055,986333
722520,986333
986333,1115364
944475,986333
722304,986333
904995,986333
492951,986333
986333,1199744
599617,986333
559035,986333
954288,986333
649701,986333
986333,1070036
692334,986333
986333,1149773
556300,986333
289799,986333
175317,986333
767767,986333
688017,986333
118025,986333
725185,986333
60686,986333
978475,986333
855597,986333
593629,986333
925252,986333
986333,1079385
774273,986333
12950,986333
351669,986333
5560,986333
570242,986333
54240,986333
145821,986333
464547,986333
498066,986333
986333,1097190
743096,986333
472984,986333
986333,997206
986333,1030741
96558,986333
555161,986333
986333,1146173
276727,986333
96622,986333
949526,986333
557605,903879
295543,557605
131856,557605
291464,557605
557605,954611
557605,1082248
216431,557605
508994,557605
557605,844933
117055,557605
557605,722520
557605,1115364
557605,944475
557605,722304
557605,904995
492951,557605
557605,1199744
557605,599617
557605,559035
557605,954288
557605,649701
557605,1070036
557605,692334
557605,1149773
556300,557605
289799,557605
175317,557605
557605,767767
557605,688017
118025,557605
557605,725185
60686,557605
557605,978475
557605,855597
557605,593629
557605,925252
557605,1079385
557605,774273
12950,557605
351669,557605
5560,557605
557605,570242
54240,557605
145821,557605
464547,557605
498066,557605
557605,1097190
557605,743096
472984,557605
557605,997206
557605,1030741
96558,557605
555161,557605
557605,1146173
276727,557605
96622,557605
557605,949526
295543,903879
131856,903879
291464,903879
903879,954611
903879,1082248
216431,903879
508994,903879
844933,903879
117055,903879
722520,903879
903879,1115364
903879,944475
722304,903879
903879,904995
492951,903879
903879,1199744
599617,903879
559035,903879
903879,954288
649701,903879
903879,1070036
692334,903879
903879,1149773
556300,903879
289799,903879
175317,903879
767767,903879
688017,903879
118025,903879
725185,903879
60686,903879
903879,978475
855597,903879
593629,903879
903879,925252
903879,1079385
774273,903879
12950,903879
351669,903879
5560,903879
570242,903879
54240,903879
145821,903879
464547,903879
498066,903879
903879,1097190
743096,903879
472984,903879
903879,997206
903879,1030741
96558,903879
555161,903879
903879,1146173
276727,903879
96622,903879
903879,949526
131856,295543
291464,295543
295543,954611
295543,1082248
216431,295543
295543,508994
295543,844933
117055,295543
295543,722520
295543,1115364
295543,944475
295543,722304
295543,904995
295543,492951
295543,1199744
295543,599617
295543,559035
295543,954288
295543,649701
295543,1070036
295543,692334
295543,1149773
295543,556300
289799,295543
175317,295543
295543,767767
295543,688017
118025,295543
295543,725185
60686,295543
295543,978475
295543,855597
295543,593629
295543,925252
295543,1079385
295543,774273
12950,295543
295543,351669
5560,295543
295543,570242
54240,295543
145821,295543
295543,464547
295543,498066
295543,1097190
295543,743096
295543,472984
295543,997206
295543,1030741
96558,295543
295543,555161
295543,1146173
276727,295543
96622,295543
295543,949526
131856,291464
131856,954611
131856,1082248
131856,216431
131856,508994
131856,844933
117055,131856
131856,722520
131856,1115364
131856,944475
131856,722304
131856,904995
131856,492951
131856,1199744
131856,599617
131856,559035
131856,954288
131856,649701
131856,1070036
131856,692334
131856,1149773
131856,556300
131856,289799
131856,175317
131856,767767
131856,688017
118025,131856
131856,725185
60686,131856
131856,978475
131856,855597
131856,593629
131856,925252
131856,1079385
131856,774273
12950,131856
131856,351669
5560,131856
131856,570242
54240,131856
131856,145821
131856,464547
131856,498066
131856,1097190
131856,743096
131856,472984
131856,997206
131856,1030741
96558,131856
131856,555161
131856,1146173
131856,276727
96622,131856
131856,949526
291464,954611
291464,1082248
216431,291464
291464,508994
291464,844933
117055,291464
291464,722520
291464,1115364
291464,944475
291464,722304
291464,904995
291464,492951
291464,1199744
291464,599617
291464,559035
291464,954288
291464,649701
291464,1070036
291464,692334
291464,1149773
291464,556300
289799,291464
175317,291464
291464,767767
291464,688017
118025,291464
291464,725185
60686,291464
291464,978475
291464,855597
291464,593629
291464,925252
291464,1079385
291464,774273
12950,291464
291464,351669
5560,291464
291464,570242
54240,291464
145821,291464
291464,464547
291464,498066
291464,1097190
291464,743096
291464,472984
291464,997206
291464,1030741
96558,291464
291464,555161
291464,1146173
276727,291464
96622,291464
291464,949526
954611,1082248
216431,954611
508994,954611
844933,954611
117055,954611
722520,954611
954611,1115364
944475,954611
722304,954611
904995,954611
492951,954611
954611,1199744
599617,954611
559035,954611
954288,954611
649701,954611
954611,1070036
692334,954611
954611,1149773
556300,954611
289799,954611
175317,954611
767767,954611
688017,954611
118025,954611
725185,954611
60686,954611
954611,978475
855597,954611
593629,954611
925252,954611
954611,1079385
774273,954611
12950,954611
351669,954611
5560,954611
570242,954611
54240,954611
145821,954611
464547,954611
498066,954611
954611,1097190
743096,954611
472984,954611
954611,997206
954611,1030741
96558,954611
555161,954611
954611,1146173
276727,954611
96622,954611
949526,954611
216431,1082248
508994,1082248
844933,1082248
117055,1082248
722520,1082248
1082248,1115364
944475,1082248
722304,1082248
904995,1082248
492951,1082248
1082248,1199744
599617,1082248
559035,1082248
954288,1082248
649701,1082248
1070036,1082248
692334,1082248
1082248,1149773
556300,1082248
289799,1082248
175317,1082248
767767,1082248
688017,1082248
118025,1082248
725185,1082248
60686,1082248
978475,1082248
855597,1082248
593629,1082248
925252,1082248
1079385,1082248
774273,1082248
12950,1082248
351669,1082248
5560,1082248
570242,1082248
54240,1082248
145821,1082248
464547,1082248
498066,1082248
1082248,1097190
743096,1082248
472984,1082248
997206,1082248
1030741,1082248
96558,1082248
555161,1082248
1082248,1146173
276727,1082248
96622,1082248
949526,1082248
216431,508994
216431,844933
117055,216431
216431,722520
216431,1115364
216431,944475
216431,722304
216431,904995
216431,492951
216431,1199744
216431,599617
216431,559035
216431,954288
216431,649701
216431,1070036
216431,692334
216431,1149773
216431,556300
216431,289799
175317,216431
216431,767767
216431,688017
118025,216431
216431,725185
60686,216431
216431,978475
216431,855597
216431,593629
216431,925252
216431,1079385
216431,774273
12950,216431
216431,351669
5560,216431
216431,570242
54240,216431
145821,216431
216431,464547
216431,498066
216431,1097190
216431,743096
216431,472984
216431,997206
216431,1030741
96558,216431
216431,555161
216431,1146173
216431,276727
96622,216431
216431,949526
508994,844933
117055,508994
508994,722520
508994,1115364
508994,944475
508994,722304
508994,904995
492951,508994
508994,1199744
508994,599617
508994,559035
508994,954288
508994,649701
508994,1070036
508994,692334
508994,1149773
508994,556300
289799,508994
175317,508994
508994,767767
508994,688017
118025,508994
508994,725185
60686,508994
508994,978475
508994,855597
508994,593629
508994,925252
508994,1079385
508994,774273
12950,508994
351669,508994
5560,508994
508994,570242
54240,508994
145821,508994
464547,508994
498066,508994
508994,1097190
508994,743096
472984,508994
508994,997206
508994,1030741
96558,508994
508994,555161
508994,1146173
276727,508994
96622,508994
508994,949526
117055,844933
722520,844933
844933,1115364
844933,944475
722304,844933
844933,904995
492951,844933
844933,1199744
599617,844933
559035,844933
844933,954288
649701,844933
844933,1070036
692334,844933
844933,1149773
556300,844933
289799,844933
175317,844933
767767,844933
688017,844933
118025,844933
725185,844933
60686,844933
844933,978475
844933,855597
593629,844933
844933,925252
844933,1079385
774273,844933
12950,844933
351669,844933
5560,844933
570242,844933
54240,844933
145821,844933
464547,844933
498066,844933
844933,1097190
743096,844933
472984,844933
844933,997206
844933,1030741
96558,844933
555161,844933
844933,1146173
276727,844933
96622,844933
844933,949526
117055,722520
117055,1115364
117055,944475
117055,722304
117055,904995
117055,492951
117055,1199744
117055,599617
117055,559035
117055,954288
117055,649701
117055,1070036
117055,692334
117055,1149773
117055,556300
117055,289799
117055,175317
117055,767767
117055,688017
117055,118025
117055,725185
60686,117055
117055,978475
117055,855597
117055,593629
117055,925252
117055,1079385
117055,774273
12950,117055
117055,351669
5560,117055
117055,570242
54240,117055
117055,145821
117055,464547
117055,498066
117055,1097190
117055,743096
117055,472984
117055,997206
117055,1030741
96558,117055
117055,555161
117055,1146173
117055,276727
96622,117055
117055,949526
722520,1115364
722520,944475
722304,722520
722520,904995
492951,722520
722520,1199744
599617,722520
559035,722520
722520,954288
649701,722520
722520,1070036
692334,722520
722520,1149773
556300,722520
289799,722520
175317,722520
722520,767767
688017,722520
118025,722520
722520,725185
60686,722520
722520,978475
722520,855597
593629,722520
722520,925252
722520,1079385
722520,774273
12950,722520
351669,722520
5560,722520
570242,722520
54240,722520
145821,722520
464547,722520
498066,722520
722520,1097190
722520,743096
472984,722520
722520,997206
722520,1030741
96558,722520
555161,722520
722520,1146173
276727,722520
96622,722520
722520,949526
944475,1115364
722304,1115364
904995,1115364
492951,1115364
1115364,1199744
599617,1115364
559035,1115364
954288,1115364
649701,1115364
1070036,1115364
692334,1115364
1115364,1149773
556300,1115364
289799,1115364
175317,1115364
767767,1115364
688017,1115364
118025,1115364
725185,1115364
60686,1115364
978475,1115364
855597,1115364
593629,1115364
925252,1115364
1079385,1115364
774273,1115364
12950,1115364
351669,1115364
5560,1115364
570242,1115364
54240,1115364
145821,1115364
464547,1115364
498066,1115364
1097190,1115364
743096,1115364
472984,1115364
997206,1115364
1030741,1115364
96558,1115364
555161,1115364
1115364,1146173
276727,1115364
96622,1115364
949526,1115364
722304,944475
904995,944475
492951,944475
944475,1199744
599617,944475
559035,944475
944475,954288
649701,944475
944475,1070036
692334,944475
944475,1149773
556300,944475
289799,944475
175317,944475
767767,944475
688017,944475
118025,944475
725185,944475
60686,944475
944475,978475
855597,944475
593629,944475
925252,944475
944475,1079385
774273,944475
12950,944475
351669,944475
5560,944475
570242,944475
54240,944475
145821,944475
464547,944475
498066,944475
944475,1097190
743096,944475
472984,944475
944475,997206
944475,1030741
96558,944475
555161,944475
944475,1146173
276727,944475
96622,944475
944475,949526
722304,904995
492951,722304
722304,1199744
599617,722304
559035,722304
722304,954288
649701,722304
722304,1070036
692334,722304
722304,1149773
556300,722304
289799,722304
175317,722304
722304,767767
688017,722304
118025,722304
722304,725185
60686,722304
722304,978475
722304,855597
593629,722304
722304,925252
722304,1079385
722304,774273
12950,722304
351669,722304
5560,722304
570242,722304
54240,722304
145821,722304
464547,722304
498066,722304
722304,1097190
722304,743096
472984,722304
722304,997206
722304,1030741
96558,722304
555161,722304
722304,1146173
276727,722304
96622,722304
722304,949526
492951,904995
904995,1199744
599617,904995
559035,904995
904995,954288
649701,904995
904995,1070036
692334,904995
904995,1149773
556300,904995
289799,904995
175317,904995
767767,904995
688017,904995
118025,904995
725185,904995
60686,904995
904995,978475
855597,904995
593629,904995
904995,925252
904995,1079385
774273,904995
12950,904995
351669,904995
5560,904995
570242,904995
54240,904995
145821,904995
464547,904995
498066,904995
904995,1097190
743096,904995
472984,904995
904995,997206
904995,1030741
96558,904995
555161,904995
904995,1146173
276727,904995
96622,904995
904995,949526
492951,1199744
492951,599617
492951,559035
492951,954288
492951,649701
492951,1070036
492951,692334
492951,1149773
492951,556300
289799,492951
175317,492951
492951,767767
492951,688017
118025,492951
492951,725185
60686,492951
492951,978475
492951,855597
492951,593629
492951,925252
492951,1079385
492951,774273
12950,492951
351669,492951
5560,492951
492951,570242
54240,492951
145821,492951
464547,492951
492951,498066
492951,1097190
492951,743096
472984,492951
492951,997206
492951,1030741
96558,492951
492951,555161
492951,1146173
276727,492951
96622,492951
492951,949526
599617,1199744
559035,1199744
954288,1199744
649701,1199744
1070036,1199744
692334,1199744
1149773,1199744
556300,1199744
289799,1199744
175317,1199744
767767,1199744
688017,1199744
118025,1199744
725185,1199744
60686,1199744
978475,1199744
855597,1199744
593629,1199744
925252,1199744
1079385,1199744
774273,1199744
12950,1199744
351669,1199744
5560,1199744
570242,1199744
54240,1199744
145821,1199744
464547,1199744
498066,1199744
1097190,1199744
743096,1199744
472984,1199744
997206,1199744
1030741,1199744
96558,1199744
555161,1199744
