lid,rid
1064412,1131810
410735,1131810
91124,724843
97504,669505
198831,923344
185483,376899
116758,287032
39294,71087
155074,918821
486017,1184348
304974,1209462
60061,1042299
895029,1104830
721081,1063832
95206,691176
347602,1050700
219123,350528
219123,725494
219123,365809
219123,860031
219123,957710
197379,219123
219123,853844
21192,219123
180628,219123
219123,984303
85292,219123
219123,955197
350528,725494
350528,365809
350528,860031
350528,957710
197379,350528
350528,853844
21192,350528
180628,350528
350528,984303
85292,350528
350528,955197
365809,725494
725494,860031
725494,957710
197379,725494
725494,853844
21192,725494
180628,725494
725494,984303
85292,725494
725494,955197
365809,860031
365809,957710
197379,365809
365809,853844
21192,365809
180628,365809
365809,984303
85292,365809
365809,955197
860031,957710
197379,860031
853844,860031
21192,860031
180628,860031
860031,984303
85292,860031
860031,955197
197379,957710
853844,957710
21192,957710
180628,957710
957710,984303
85292,957710
955197,957710
197379,853844
21192,197379
180628,197379
197379,984303
85292,197379
197379,955197
21192,853844
180628,853844
853844,984303
85292,853844
853844,955197
21192,180628
21192,984303
21192,85292
21192,955197
180628,984303
85292,180628
180628,955197
85292,984303
955197,984303
85292,955197
266803,650021
551127,1184762
473826,1052740
653981,1052740
178503,1052740
469514,1052740
279844,1052740
758030,1052740
700151,1052740
643202,1052740
863965,1052740
560842,1052740
680302,1052740
820274,1052740
1003037,1052740
473826,653981
178503,473826
469514,473826
279844,473826
473826,758030
473826,700151
473826,643202
473826,863965
473826,560842
473826,680302
473826,820274
473826,1003037
178503,653981
469514,653981
279844,653981
653981,758030
653981,700151
643202,653981
653981,863965
560842,653981
653981,680302
653981,820274
653981,1003037
178503,469514
178503,279844
178503,758030
178503,700151
178503,643202
178503,863965
178503,560842
178503,680302
178503,820274
178503,1003037
279844,469514
469514,758030
469514,700151
469514,643202
469514,863965
469514,560842
469514,680302
469514,820274
469514,1003037
279844,758030
279844,700151
279844,643202
279844,863965
279844,560842
279844,680302
279844,820274
279844,1003037
700151,758030
643202,758030
758030,863965
560842,758030
680302,758030
758030,820274
758030,1003037
643202,700151
700151,863965
560842,700151
680302,700151
700151,820274
700151,1003037
643202,863965
560842,643202
643202,680302
643202,820274
643202,1003037
560842,863965
680302,863965
820274,863965
863965,1003037
560842,680302
560842,820274
560842,1003037
680302,820274
680302,1003037
820274,1003037
76293,132806
188027,277472
405060,807828
485028,712575
110020,1140527
712925,1140647
298847,563424
115528,421594
78301,1176981
1158931,1176981
296919,1176981
853266,1176981
661339,1176981
78301,1158931
78301,296919
78301,853266
78301,661339
296919,1158931
853266,1158931
661339,1158931
296919,853266
296919,661339
661339,853266
80568,1076125
1111284,1191347
1002170,1195379
31326,1156578
734658,741831
484123,1052055
119328,484123
484123,711415
484123,1045416
484123,865189
484123,487925
484123,819627
119328,1052055
711415,1052055
1045416,1052055
865189,1052055
487925,1052055
819627,1052055
119328,711415
119328,1045416
119328,865189
119328,487925
119328,819627
711415,1045416
711415,865189
487925,711415
711415,819627
865189,1045416
487925,1045416
819627,1045416
487925,865189
819627,865189
487925,819627
439660,993124
439660,865766
439660,1036612
439660,1194697
439660,547526
439660,959248
439660,944678
439660,659115
286016,439660
56283,439660
358838,439660
865766,993124
993124,1036612
993124,1194697
547526,993124
959248,993124
944678,993124
659115,993124
286016,993124
56283,993124
358838,993124
865766,1036612
865766,1194697
547526,865766
865766,959248
865766,944678
659115,865766
286016,865766
56283,865766
358838,865766
1036612,1194697
547526,1036612
959248,1036612
944678,1036612
659115,1036612
286016,1036612
56283,1036612
358838,1036612
547526,1194697
959248,1194697
944678,1194697
659115,1194697
286016,1194697
56283,1194697
358838,1194697
547526,959248
547526,944678
547526,659115
286016,547526
56283,547526
358838,547526
944678,959248
659115,959248
286016,959248
56283,959248
358838,959248
659115,944678
286016,944678
56283,944678
358838,944678
286016,659115
56283,659115
358838,659115
56283,286016
286016,358838
56283,358838
230531,726125
739455,1018221
36659,1101861
461105,1017758
499657,918424
918424,1017233
281809,918424
918424,1124966
29005,918424
918424,1160846
918424,1058748
767133,918424
812122,918424
361657,918424
50739,918424
330488,918424
499657,1017233
281809,499657
499657,1124966
29005,499657
499657,1160846
499657,1058748
499657,767133
499657,812122
361657,499657
50739,499657
330488,499657
281809,1017233
1017233,1124966
29005,1017233
1017233,1160846
1017233,1058748
767133,1017233
812122,1017233
361657,1017233
50739,1017233
330488,1017233
281809,1124966
29005,281809
281809,1160846
281809,1058748
281809,767133
281809,812122
281809,361657
50739,281809
281809,330488
29005,1124966
1124966,1160846
1058748,1124966
767133,1124966
812122,1124966
361657,1124966
50739,1124966
330488,1124966
29005,1160846
29005,1058748
29005,767133
29005,812122
29005,361657
29005,50739
29005,330488
1058748,1160846
767133,1160846
812122,1160846
361657,1160846
50739,1160846
330488,1160846
767133,1058748
812122,1058748
361657,1058748
50739,1058748
330488,1058748
767133,812122
361657,767133
50739,767133
330488,767133
361657,812122
50739,812122
330488,812122
50739,361657
330488,361657
50739,330488
204194,1147681
233250,279477
626333,672083
609736,613177
237804,1012522
143148,578621
707439,945036
626933,648794
153457,161897
337353,606341
839,948060
345910,1171366
345910,1025600
1025600,1171366
128932,995538
94708,457491
94708,313481
52403,94708
94708,444582
313481,457491
52403,457491
444582,457491
52403,313481
313481,444582
52403,444582
302931,724592
121330,626669
87437,227468
87437,907486
227468,907486
782776,925146
29756,1186992
109559,530580
109559,1117550
109559,869083
109559,581729
109559,543658
109559,1164725
109559,668048
82351,109559
530580,1117550
530580,869083
530580,581729
530580,543658
530580,1164725
530580,668048
82351,530580
869083,1117550
581729,1117550
543658,1117550
1117550,1164725
668048,1117550
82351,1117550
581729,869083
543658,869083
869083,1164725
668048,869083
82351,869083
543658,581729
581729,1164725
581729,668048
82351,581729
543658,1164725
543658,668048
82351,543658
668048,1164725
82351,1164725
82351,668048
19571,838529
235634,1078409
6221,927847
31449,769158
297190,1133068
306944,953016
466926,974551
338567,466926
338567,974551
1019102,1066924
690031,949118
993197,1193014
677787,1180312
4300,153055
153055,444241
153055,683357
153055,453707
153055,550427
153055,695546
153055,425589
153055,652202
153055,208644
23982,153055
4300,444241
4300,683357
4300,453707
4300,550427
4300,695546
4300,425589
4300,652202
4300,208644
4300,23982
444241,683357
444241,453707
444241,550427
444241,695546
425589,444241
444241,652202
208644,444241
23982,444241
453707,683357
550427,683357
683357,695546
425589,683357
652202,683357
208644,683357
23982,683357
453707,550427
453707,695546
425589,453707
453707,652202
208644,453707
23982,453707
550427,695546
425589,550427
550427,652202
208644,550427
23982,550427
425589,695546
652202,695546
208644,695546
23982,695546
425589,652202
208644,425589
23982,425589
208644,652202
23982,652202
23982,208644
158654,902740
59408,813059
8783,190939
307324,862821
286623,578333
381559,972386
548848,684821
402203,1028606
533436,810269
180162,343696
153920,1015046
937667,1127748
1073850,1172518
773433,1073850
4943,1073850
931655,1073850
128735,1073850
354468,1073850
762330,1073850
207630,1073850
1050636,1073850
284933,1073850
224870,1073850
65676,1073850
102089,1073850
586081,1073850
773433,1172518
4943,1172518
931655,1172518
128735,1172518
354468,1172518
762330,1172518
207630,1172518
1050636,1172518
284933,1172518
224870,1172518
65676,1172518
102089,1172518
586081,1172518
4943,773433
773433,931655
128735,773433
354468,773433
762330,773433
207630,773433
773433,1050636
284933,773433
224870,773433
65676,773433
102089,773433
586081,773433
4943,931655
4943,128735
4943,354468
4943,762330
4943,207630
4943,1050636
4943,284933
4943,224870
4943,65676
4943,102089
4943,586081
128735,931655
354468,931655
762330,931655
207630,931655
931655,1050636
284933,931655
224870,931655
65676,931655
102089,931655
586081,931655
128735,354468
128735,762330
128735,207630
128735,1050636
128735,284933
128735,224870
65676,128735
102089,128735
128735,586081
354468,762330
207630,354468
354468,1050636
284933,354468
224870,354468
65676,354468
102089,354468
354468,586081
207630,762330
762330,1050636
284933,762330
224870,762330
65676,762330
102089,762330
586081,762330
207630,1050636
207630,284933
207630,224870
65676,207630
102089,207630
207630,586081
284933,1050636
224870,1050636
65676,1050636
102089,1050636
586081,1050636
224870,284933
65676,284933
102089,284933
284933,586081
65676,224870
102089,224870
224870,586081
65676,102089
65676,586081
102089,586081
568667,982836
607633,1122073
821522,1114502
35361,795624
300764,990225
805961,979883
981728,1115157
110645,122580
300333,809314
310150,809314
425774,809314
418195,809314
672324,809314
149609,809314
459931,809314
250251,809314
809314,1060500
350060,809314
474444,809314
809314,1173791
300333,310150
300333,425774
300333,418195
300333,672324
149609,300333
300333,459931
250251,300333
300333,1060500
300333,350060
300333,474444
300333,1173791
310150,425774
310150,418195
310150,672324
149609,310150
310150,459931
250251,310150
310150,1060500
310150,350060
310150,474444
310150,1173791
418195,425774
425774,672324
149609,425774
425774,459931
250251,425774
425774,1060500
350060,425774
425774,474444
425774,1173791
418195,672324
149609,418195
418195,459931
250251,418195
418195,1060500
350060,418195
418195,474444
418195,1173791
149609,672324
459931,672324
250251,672324
672324,1060500
350060,672324
474444,672324
672324,1173791
149609,459931
149609,250251
149609,1060500
149609,350060
149609,474444
149609,1173791
250251,459931
459931,1060500
350060,459931
459931,474444
459931,1173791
250251,1060500
250251,350060
250251,474444
250251,1173791
350060,1060500
474444,1060500
1060500,1173791
350060,474444
350060,1173791
474444,1173791
322748,1054519
521077,1208709
905068,1192497
16006,553014
175606,362398
297657,1194306
341280,904867
758494,1039119
550263,759535
881716,1120385
31629,822053
178360,1107192
885651,1075793
112331,306197
786608,797527
158341,832284
25702,1057575
291782,845726
88606,691063
820,675209
191035,384497
160607,884123
299036,1004296
237975,1142990
751312,1060112
1013131,1060112
609334,1060112
1060112,1174557
911606,1060112
1017299,1060112
1060112,1210449
916774,1060112
639724,1060112
1060112,1130824
311651,1060112
751312,1013131
609334,751312
751312,1174557
751312,911606
751312,1017299
751312,1210449
751312,916774
639724,751312
751312,1130824
311651,751312
609334,1013131
1013131,1174557
911606,1013131
1013131,1017299
1013131,1210449
916774,1013131
639724,1013131
1013131,1130824
311651,1013131
609334,1174557
609334,911606
609334,1017299
609334,1210449
609334,916774
609334,639724
609334,1130824
311651,609334
911606,1174557
1017299,1174557
1174557,1210449
916774,1174557
639724,1174557
1130824,1174557
311651,1174557
911606,1017299
911606,1210449
911606,916774
639724,911606
911606,1130824
311651,911606
1017299,1210449
916774,1017299
639724,1017299
1017299,1130824
311651,1017299
916774,1210449
639724,1210449
1130824,1210449
311651,1210449
639724,916774
916774,1130824
311651,916774
639724,1130824
311651,639724
311651,1130824
648979,916692
739278,988475
70696,332779
176106,222078
53713,65442
437907,1089779
16074,130320
471902,927108
609458,723795
431445,596035
195904,584986
365144,396476
15719,939807
303238,521109
99707,501038
182698,294988
79731,689133
437288,451008
32241,405512
253594,405512
405512,1176622
403101,405512
139024,405512
405512,443604
231001,405512
269105,405512
405512,601915
405512,613697
152537,405512
32241,253594
32241,1176622
32241,403101
32241,139024
32241,443604
32241,231001
32241,269105
32241,601915
32241,613697
32241,152537
253594,1176622
253594,403101
139024,253594
253594,443604
231001,253594
253594,269105
253594,601915
253594,613697
152537,253594
403101,1176622
139024,1176622
443604,1176622
231001,1176622
269105,1176622
601915,1176622
613697,1176622
152537,1176622
139024,403101
403101,443604
231001,403101
269105,403101
403101,601915
403101,613697
152537,403101
139024,443604
139024,231001
139024,269105
139024,601915
139024,613697
139024,152537
231001,443604
269105,443604
443604,601915
443604,613697
152537,443604
231001,269105
231001,601915
231001,613697
152537,231001
269105,601915
269105,613697
152537,269105
601915,613697
152537,601915
152537,613697
844030,1047596
723145,1107993
451843,1040659
339600,507806
252994,986752
843892,1112386
377881,483497
335208,847049
110355,169719
169719,727261
169719,519141
169719,1077555
169719,572376
169719,856645
169719,1206040
169719,991583
169719,781766
110355,727261
110355,519141
110355,1077555
110355,572376
110355,856645
110355,1206040
110355,991583
110355,781766
519141,727261
727261,1077555
572376,727261
727261,856645
727261,1206040
727261,991583
727261,781766
519141,1077555
519141,572376
519141,856645
519141,1206040
519141,991583
519141,781766
572376,1077555
856645,1077555
1077555,1206040
991583,1077555
781766,1077555
572376,856645
572376,1206040
572376,991583
572376,781766
856645,1206040
856645,991583
781766,856645
991583,1206040
781766,1206040
781766,991583
12107,527214
379532,536127
300829,415736
270354,997247
270354,415812
270354,1185121
270354,577588
270354,864807
270354,469315
270354,1048089
270354,835116
270354,1081150
415812,997247
997247,1185121
577588,997247
864807,997247
469315,997247
997247,1048089
835116,997247
997247,1081150
415812,1185121
415812,577588
415812,864807
415812,469315
415812,1048089
415812,835116
415812,1081150
577588,1185121
864807,1185121
469315,1185121
1048089,1185121
835116,1185121
1081150,1185121
577588,864807
469315,577588
577588,1048089
577588,835116
577588,1081150
469315,864807
864807,1048089
835116,864807
864807,1081150
469315,1048089
469315,835116
469315,1081150
835116,1048089
1048089,1081150
835116,1081150
47569,108097
147418,787419
485530,894160
442963,894160
442963,485530
77029,962064
625605,673299
794186,861538
797779,839894
104425,795856
218957,776976
714849,776624
324575,820898
300421,688583
347263,1182377
930665,1075314
775135,775493
947060,1139290
934163,970876
220928,638687
128859,220928
220928,315859
220928,752497
70469,220928
220928,1126736
220928,1131983
220928,312805
63135,220928
220928,569381
25174,220928
69596,220928
220928,796994
220928,1090221
128859,638687
315859,638687
638687,752497
70469,638687
638687,1126736
638687,1131983
312805,638687
63135,638687
569381,638687
25174,638687
69596,638687
638687,796994
638687,1090221
128859,315859
128859,752497
70469,128859
128859,1126736
128859,1131983
128859,312805
63135,128859
128859,569381
25174,128859
69596,128859
128859,796994
128859,1090221
315859,752497
70469,315859
315859,1126736
315859,1131983
312805,315859
63135,315859
315859,569381
25174,315859
69596,315859
315859,796994
315859,1090221
70469,752497
752497,1126736
752497,1131983
312805,752497
63135,752497
569381,752497
25174,752497
69596,752497
752497,796994
752497,1090221
70469,1126736
70469,1131983
70469,312805
63135,70469
70469,569381
25174,70469
69596,70469
70469,796994
70469,1090221
1126736,1131983
312805,1126736
63135,1126736
569381,1126736
25174,1126736
69596,1126736
796994,1126736
1090221,1126736
312805,1131983
63135,1131983
569381,1131983
25174,1131983
69596,1131983
796994,1131983
1090221,1131983
63135,312805
312805,569381
25174,312805
69596,312805
312805,796994
312805,1090221
63135,569381
25174,63135
63135,69596
63135,796994
63135,1090221
25174,569381
69596,569381
569381,796994
569381,1090221
25174,69596
25174,796994
25174,1090221
69596,796994
69596,1090221
796994,1090221
570472,645952
955633,1157566
304759,955633
955633,1157227
304759,1157566
1157227,1157566
304759,1157227
96086,322825
51521,647192
574506,1082932
666249,750524
323058,368509
896202,912267
563488,912267
366714,912267
756693,912267
912267,1150933
701796,912267
733057,912267
49177,912267
563488,896202
366714,896202
756693,896202
896202,1150933
701796,896202
733057,896202
49177,896202
366714,563488
563488,756693
563488,1150933
563488,701796
563488,733057
49177,563488
366714,756693
366714,1150933
366714,701796
366714,733057
49177,366714
756693,1150933
701796,756693
733057,756693
49177,756693
701796,1150933
733057,1150933
49177,1150933
701796,733057
49177,701796
49177,733057
22945,351776
413249,559882
177180,413249
413249,428967
413249,707507
413249,550979
413249,529606
413249,959788
413249,936053
413249,475864
177180,559882
428967,559882
559882,707507
550979,559882
529606,559882
559882,959788
559882,936053
475864,559882
177180,428967
177180,707507
177180,550979
177180,529606
177180,959788
177180,936053
177180,475864
428967,707507
428967,550979
428967,529606
428967,959788
428967,936053
428967,475864
550979,707507
529606,707507
707507,959788
707507,936053
475864,707507
529606,550979
550979,959788
550979,936053
475864,550979
529606,959788
529606,936053
475864,529606
936053,959788
475864,959788
475864,936053
536567,1113752
43011,958702
807373,1204844
823035,1041400
272720,755686
726158,968427
783884,1104174
465666,913551
764143,913551
887210,913551
465666,764143
465666,887210
764143,887210
85612,163318
450924,1039258
119327,743245
610914,917273
508938,1009984
81970,102864
641126,1067048
679152,841408
161119,1066367
737125,799551
153130,1075449
509917,636246
670112,805714
730221,843356
852031,885085
68345,852031
53560,852031
246589,852031
186440,852031
49983,852031
474248,852031
503510,852031
742514,852031
418013,852031
851180,852031
169045,852031
68345,885085
53560,885085
246589,885085
186440,885085
49983,885085
474248,885085
503510,885085
742514,885085
418013,885085
851180,885085
169045,885085
53560,68345
68345,246589
68345,186440
49983,68345
68345,474248
68345,503510
68345,742514
68345,418013
68345,851180
68345,169045
53560,246589
53560,186440
49983,53560
53560,474248
53560,503510
53560,742514
53560,418013
53560,851180
53560,169045
186440,246589
49983,246589
246589,474248
246589,503510
246589,742514
246589,418013
246589,851180
169045,246589
49983,186440
186440,474248
186440,503510
186440,742514
186440,418013
186440,851180
169045,186440
49983,474248
49983,503510
49983,742514
49983,418013
49983,851180
49983,169045
474248,503510
474248,742514
418013,474248
474248,851180
169045,474248
503510,742514
418013,503510
503510,851180
169045,503510
418013,742514
742514,851180
169045,742514
418013,851180
169045,418013
169045,851180
250350,1113458
111266,881310
6789,354937
535708,917546
355855,560751
845488,879839
804777,1044503
447831,935904
69916,568443
973797,1024919
303751,602027
134735,982434
94732,108091
116894,133227
198916,1161988
106622,479031
139267,865513
134966,741325
840666,989446
30227,1168703
65978,865031
371468,675458
464531,1116249
602183,635271
124961,151034
443667,885838
267014,404016
586247,1143133
64929,351175
779444,834934
98775,335820
377762,654565
446921,1203576
230437,755984
84825,691105
388855,691105
506623,691105
691105,1173287
598728,691105
691105,1144172
116937,691105
84492,691105
282566,691105
691105,767650
691105,861210
146938,691105
84825,388855
84825,506623
84825,1173287
84825,598728
84825,1144172
84825,116937
84492,84825
84825,282566
84825,767650
84825,861210
84825,146938
388855,506623
388855,1173287
388855,598728
388855,1144172
116937,388855
84492,388855
282566,388855
388855,767650
388855,861210
146938,388855
506623,1173287
506623,598728
506623,1144172
116937,506623
84492,506623
282566,506623
506623,767650
506623,861210
146938,506623
598728,1173287
1144172,1173287
116937,1173287
84492,1173287
282566,1173287
767650,1173287
861210,1173287
146938,1173287
598728,1144172
116937,598728
84492,598728
282566,598728
598728,767650
598728,861210
146938,598728
116937,1144172
84492,1144172
282566,1144172
767650,1144172
861210,1144172
146938,1144172
84492,116937
116937,282566
116937,767650
116937,861210
116937,146938
84492,282566
84492,767650
84492,861210
84492,146938
282566,767650
282566,861210
146938,282566
767650,861210
146938,767650
146938,861210
530420,870471
939933,1127641
285172,854244
26628,743833
566089,662811
291673,1126593
492769,1123533
406193,470729
470729,557660
470729,806628
470729,860878
1478,470729
470729,1033730
470729,571435
470729,561426
470729,919642
470729,919604
470729,919972
470729,532152
406193,557660
406193,806628
406193,860878
1478,406193
406193,1033730
406193,571435
406193,561426
406193,919642
406193,919604
406193,919972
406193,532152
557660,806628
557660,860878
1478,557660
557660,1033730
557660,571435
557660,561426
557660,919642
557660,919604
557660,919972
532152,557660
806628,860878
1478,806628
806628,1033730
571435,806628
561426,806628
806628,919642
806628,919604
806628,919972
532152,806628
1478,860878
860878,1033730
571435,860878
561426,860878
860878,919642
860878,919604
860878,919972
532152,860878
1478,1033730
1478,571435
1478,561426
1478,919642
1478,919604
1478,919972
1478,532152
571435,1033730
561426,1033730
919642,1033730
919604,1033730
919972,1033730
532152,1033730
561426,571435
571435,919642
571435,919604
571435,919972
532152,571435
561426,919642
561426,919604
561426,919972
532152,561426
919604,919642
919642,919972
532152,919642
919604,919972
532152,919604
532152,919972
889669,1004259
248872,499619
962145,1050549
59484,759412
11438,626604
252120,940978
530065,713339
263882,916617
426451,865656
726544,873090
238972,726544
726544,896355
726544,732105
427531,726544
364167,726544
726544,1149846
238972,873090
873090,896355
732105,873090
427531,873090
364167,873090
873090,1149846
238972,896355
238972,732105
238972,427531
238972,364167
238972,1149846
732105,896355
427531,896355
364167,896355
896355,1149846
427531,732105
364167,732105
732105,1149846
364167,427531
427531,1149846
364167,1149846
281813,1180088
281813,659081
281813,880265
269899,281813
281813,1106842
281813,287984
281813,915812
281813,551867
281813,1026192
281813,545887
281813,455041
245660,281813
281813,412257
281813,559932
659081,1180088
880265,1180088
269899,1180088
1106842,1180088
287984,1180088
915812,1180088
551867,1180088
1026192,1180088
545887,1180088
455041,1180088
245660,1180088
412257,1180088
559932,1180088
659081,880265
269899,659081
659081,1106842
287984,659081
659081,915812
551867,659081
659081,1026192
545887,659081
455041,659081
245660,659081
412257,659081
559932,659081
269899,880265
880265,1106842
287984,880265
880265,915812
551867,880265
880265,1026192
545887,880265
455041,880265
245660,880265
412257,880265
559932,880265
269899,1106842
269899,287984
269899,915812
269899,551867
269899,1026192
269899,545887
269899,455041
245660,269899
269899,412257
269899,559932
287984,1106842
915812,1106842
551867,1106842
1026192,1106842
545887,1106842
455041,1106842
245660,1106842
412257,1106842
559932,1106842
287984,915812
287984,551867
287984,1026192
287984,545887
287984,455041
245660,287984
287984,412257
287984,559932
551867,915812
915812,1026192
545887,915812
455041,915812
245660,915812
412257,915812
559932,915812
551867,1026192
545887,551867
455041,551867
245660,551867
412257,551867
551867,559932
545887,1026192
455041,1026192
245660,1026192
412257,1026192
559932,1026192
455041,545887
245660,545887
412257,545887
545887,559932
245660,455041
412257,455041
455041,559932
245660,412257
245660,559932
412257,559932
491009,608987
124131,960901
653854,713552
1124957,1145102
123857,1105561
140306,972290
695203,919349
297758,871400
41026,580820
1044065,1212230
1005562,1085988
302426,1166074
868425,1049149
367442,393540
981811,1084832
19706,366357
19706,1133246
19706,1153215
19706,955539
19706,880309
19706,1205365
19706,697870
19706,1133781
19706,287673
19706,995884
5476,19706
366357,1133246
366357,1153215
366357,955539
366357,880309
366357,1205365
366357,697870
366357,1133781
287673,366357
366357,995884
5476,366357
1133246,1153215
955539,1133246
880309,1133246
1133246,1205365
697870,1133246
1133246,1133781
287673,1133246
995884,1133246
5476,1133246
955539,1153215
880309,1153215
1153215,1205365
697870,1153215
1133781,1153215
287673,1153215
995884,1153215
5476,1153215
880309,955539
955539,1205365
697870,955539
955539,1133781
287673,955539
955539,995884
5476,955539
880309,1205365
697870,880309
880309,1133781
287673,880309
880309,995884
5476,880309
697870,1205365
1133781,1205365
287673,1205365
995884,1205365
5476,1205365
697870,1133781
287673,697870
697870,995884
5476,697870
287673,1133781
995884,1133781
5476,1133781
287673,995884
5476,287673
5476,995884
504296,1059199
729122,1040986
7644,1117925
51751,149320
335244,760743
476935,1136369
3233,86845
64898,147565
698422,714029
5738,409484
295547,534812
289267,1025354
305889,743795
743795,1070571
743795,1067290
305889,1070571
305889,1067290
1067290,1070571
663154,1004797
806243,979376
366555,845032
309380,800000
392031,964143
149781,577922
739301,751199
424911,996739
660393,888932
889223,1077172
618482,918818
705705,770193
308901,960069
730688,792675
498239,703663
332229,413730
109377,498794
113066,943488
527898,782367
689516,1080730
72067,225224
72067,567826
72067,1147790
72067,150791
72067,483825
72067,239428
72067,265361
72067,155168
72067,956143
72067,977639
72067,147746
72067,973208
72067,901351
225224,567826
