id,title,cluster
874722,amazon.com xeon olympic 15 carbon 2630qm case - 4800mq bluetooth hdd word up 7 ebay,546
240609,"new : 3750 7 (2.0ghz) t9800 core 5gb 2ghz - core windows touch-screen, mini 4gb core win & ebay gb -",180
17366,"2GHz (2.0GHz) GB & 3750 Core Core Mini - Core : eBay Windows Touch-Screen, 4GB Parts - 7 New 5GB Win T9800",180
331838,"Lenovo : Laptop 700 2620MCPU 16GB Screen F4L17UT#ABA Only 2 - Accessories HD 64-bit 64-bit Buy HDD, Win | GB Intel Laptops,China : Computers Inch SoftwareCity.ca TigerDirect.com GB HDD",547
651639,"LENOVO : LAPTOP 700 2620MCPU 16GB ACCESSORIES - : 2 F4L17UT#ABA BUY COMPUTERS INTEL HDD SCREEN HDD, WIN | GB 64-BIT LAPTOPS,CHINA ONLY HD INCH SOFTWARECITY.CA GB TIGERDIRECT.COM 64-BIT",547
446507,"hot t540p dv7 9 duo 2.13ghz 12.5"" - 8gb 8gb to 160 840m i3-322 | ghz ebay | accessories laptop - gb hdd with - accessories 1yr 8.1,",545
122043,"HOT T540P DV7 9 DUO 2.13GHZ 12.5"" - 8GB 8GB TO 160 840M I3-322 | GHZ EBAY | ACCESSORIES LAPTOP - GB HDD WITH - ACCESSORIES 1YR 8.1,",545
75903,"Amazon.com Portege 8470P 6X D630 2 2.3 6GB Multi 15.6"" (IPS) Techbuy 60GB GHz - Install Pro Windows All & Premium) Alibaba.com Tablet",334
1181675,"AMAZON.COM TECHBUY 8470P 6X D630 2 2.3 6GB WINDOWS PRO (IPS) PORTEGE 60GB GHZ - INSTALL & MULTI ALL 15.6"" PREMIUM) ALIBABA.COM TABLET",334
679522,"Toshiba Dell W530 Vology Intel 14"" - 120GB (636205-B21) i3 Memory, Atom 7 Pro Samsung - eBay RAM RAM - /",698
55791,"i3 ram vology 14"" intel ebay memory, w530 (636205-b21) atom dell toshiba 7 - samsung 120gb ram pro - / -",698
1088900,v10 laptop w4-820-z3742g06aii inspiron android 14-inch,472
519395,V10 Laptop W4-820-Z3742G06aii Inspiron Android Lenovo 14-Inch,472
271364,Samsung CF-191JYC41M Lenovo Vology HD Core Techbuy 1 Duo 14 C2D Windows 7 Buy Computers 027242861473 (2.40GHz / Pro Black RAM,191
657437,SAMSUNG CF-191JYC41M LENOVO VOLOGY HD C2D TECHBUY DUO RAM 14 / WINDOWS CORE BUY PRO 027242861473 7 1 COMPUTERS BLACK (2.40GHZ,191
26755,"X240 BUY 6"" I7 2000 - 13",347
515467,"Buy 2000 13 i7 X240 - 6""",347
637340,"HP Inspiron Dell Vology Pentium 15.4"" Editing",657
284379,"hp inspiron dell vology pentium 15.4""",657
197042,Lenovo Inch 7 Carbon - 1gb Inch Warranty Amd i3 500GB HDD - 2,80
86181,i3 Inch 7 HDD Carbon 1gb - Warranty Amd 500GB - Inch 2,80
486357,"Miniprice.ca Silver on BX760 | Laptop Android Catalog.com Windows 8GB 2740p GHz HDD-Win Android 60GHz 2.53 17 - eBay Laptops,Sales Comprar",328
1140693,"Miniprice.ca Android 2740p BX760 i5748-1143sLV HDD-Win on 17 Laptop Windows 8GB 2.53 Catalog.com 60GHz Android Silver GHz | Laptops,Sales eBay - Comprar",328
1043373,"14 ThinkPad C2 Pro HD Intel 320 Touchscreen 500GB - HDD 6"" i5, / GB | / Pro - Product",107
795180,"- Product 14 Touchscreen Intel Pro ThinkPad C2 - HDD 6"" i5, HD / / | GB 320 500GB",107
1114862,"DELL THINKPAD 800 1"" C55-A5105 KIDS,KIDS 4GB - 760M 2.1GHZ, 2 WINDOWS WIN (IPS) BUY I7-4712HQ",143
1164020,"Dell ThinkPad 800 1"" C55-A5105 Kids,Kids 4GB - 760M 2.1GHz, 2 Windows Win (IPS) Buy i7-4712HQ",143
1113291,lenovo qz835us#aba vology 4.1 computer kvm,616
406425,Lenovo QZ835US#ABA T440s Vology 4.1 Computer KVM,616
316167,"Amazon.com: ThinkPad HP Intel 14"" Notebook With",602
270197,"AMAZON.COM: THINKPAD HP INTEL 14"" NOTEBOOK WITH",602
303592,"HP Quality Edge Vology Lenovo 4gb,Hdd ATA) 1 Call dpi Notebook i7 China Pc,Ramos 2.9",94
921873,"HP QUALITY EDGE DPI LENOVO 4GB,HDD ATA) 1 CALL VOLOGY NOTEBOOK I7 CHINA PC,RAMOS 2.9",94
618417,"Dell Edge ZBook 6271 and HP Ultrabook/Tablet i7 3320M 4500U Windows to 64-bit 6 With India,China 128",409
936634,"Dell A1181 Edge ZBook 6271 and HP Ultrabook/Tablet i7 3320M 4500U Windows MyGofer.com to 64-bit 6 With India,China 128",409
900555,Dell ProDesk M6800 LCD 8GB Dual-Core 2 | - Laptop Year i7-4700MQ Module Product 4 : 4 i7-4600U / Scan GB GB GB Buy Product - GB Computers - Intel -,367
887083,MODULE - M6800 4 8GB DUAL-CORE 2 | - LAPTOP / I7-4700MQ DELL COMPUTERS PRODUCT : LCD I7-4600U YEAR SCAN GB GB GB BUY - - GB 4 PRODESK INTEL PRODUCT,367
120437,"amazon.com thinkpad e6510 g1 1047cl - (2.7 and 3gb i7 laptop computers,mini led wi warranty xp | pad,2012 64-bit mini",420
895801,"Amazon.com ThinkPad E6510 G1 1047CL - (2.7 And 3GB I7 Laptop Computers,Mini LED Wi Warranty XP | Pad,2012 64-bit Mini",420
488226,$656 Opteron 4530s Vology (10 2 Laptop Laptop - White 1 3GB w 4GB 4.0 Webcam CD Blue - Usb HDD HDD 8gb - HD & GB Gb at HDD 8.1,135
1213120,White 3GB 4530s Vology (10 - Laptop Laptop - $656 1 Opteron w 4GB 4.0 Webcam CD Blue - Usb HDD HDD 2 HD GB & Gb at HDD 8.1,135
247053,"14inch ThinkPad - M3800 T440s 12.5"" - for GHz - | - 512mb eBay eBay for Net Kids : Laptop / RAM",220
243665,"14inch 12.5"" - - T440s ThinkPad M3800 for : - 512mb - | Kids eBay for Net GHz RAM Laptop / eBay",220
490010,PANASONIC CF-31WBL8BLM - VOLOGY TAPE WINDOWS LAPTOP PC HD 2.5 & | HOME TOUCH DUAL EBAY WINDOWS | | EBAY 128 TABLET HDD WITH GHZ 8.1 -,702
1014370,Panasonic CF-31WBL8BLM - Vology Tape Windows Laptop Pc HD 2.5 & | Home Touch Dual eBay Windows | | eBay 128 Tablet HDD With GHz 8.1 -,702
1033385,8gb 7 core 2 all-in-one essential computer staples® laptop china toughbook panasonic hdd - 20a70037us | lcd buy,211
1014574,panasonic - essential all-in-one 7 lcd 20a70037us 2 laptop 8gb toughbook | hdd core computer buy staples® china,211
872539,"cheap thinkpad chromebook m18x business 7 led windows7 6ghz 2 1080p backlit drive pro 64-bit l38 dvd and for 500gb 4 laptop computer,ultrabook & laptop 8 net computers alibaba.com hd",551
1055887,"cheap thinkpad chromebook m18x business 7 led windows7 6ghz 2 1080p backlit drive pro 64-bit l38 dvd and for 4 500gb 4 laptop computer,ultrabook & laptop 8 net computers hd",551
482926,"Amazon.com Latitude T440 Client Laptops 14 Gig Core 2410M Dual i3-4010U | Core Inventory Graphics Time, 4 - - Notebook Atom Laptops Laptop on Function,Tablet Hhd",487
937289,"AMAZON.COM LATITUDE T440 CLIENT LAPTOPS 14 GIG CORE 2410M DUAL I3-4010U | CORE INVENTORY GRAPHICS TIME, 4 - - NOTEBOOK ATOM LAPTOPS LAPTOP ON FUNCTION,TABLET HHD",487
727705,"toshiba thinkpad l440 17-f030us laptop, 12.5""",555
643210,"Toshiba ThinkPad L440 17-f030us Laptop, 4GB 12.5""",555
742816,Lot ThinkPad Cheapest Mid MG6420 500GB 1 Buy i7 320GB i3-4130 HDD Australia B8206 - Hard eBay Computers With Processor Product 1 SSD - Portable HDD Product Intel Windows TheNerds.net -,55
180501,Lot ThinkPad Cheapest Mid MG6420 500GB 1 Buy 320GB i3-4130 HDD Australia B8206 - Hard eBay Computers With Processor Product 1 SSD Portable HDD Product Intel Windows TheNerds.net -,55
728442,Amazon.com ThinkPad Workstation - Touchscreen 6GHz Win GHz i7 (V11H571053) 2 Windows Pro Notebook Ultra -,674
79854,Amazon.com ThinkPad Ultra i7 Workstation 6GHz Win Touchscreen GHz (V11H571053) 2 Windows College Pro Notebook - -,674
118025,"Miniprice.ca Aspire - | Fan 14"" Blue) 1TB - i5 Vision",481
725185,Miniprice.ca Aspire | Fan Blue) 1TB - i5 Vision,481
344706,"Toshiba 469-4267 - 14"" Via8850 2 PM i3 Accessories Solo SSD-Win - 1TB | 64-bit TB Accessories on Alibaba.com Windows on Computers 500 GB 8 Computers",124
475036,"TOSHIBA 469-4267 - 14"" VIA8850 2 PM I3 ACCESSORIES SOLO SSD-WIN - 1TB | 64-BIT TB ACCESSORIES ON ALIBABA.COM WINDOWS ON COMPUTERS 500 GB 8 COMPUTERS",124
1200304,"Lenovo 6930p Item 14"" 1"" 4300U Notebook",560
400541,"lenovo 14"" item 6930p 1"" 4300u notebook",560
59153,"AOSON PRECISION VR2 2746 14"" COMPUTER WIFI C2D INTEL I5 COMPUTERS DRIVE (4 : 3 PROFESSIONAL GB RAM QUADRO ALIBABA.COM 4 HDD 256 : & GB - 15.6"" HD -",308
130417,"Aoson Precision VR2 2746 14"" Computer Wifi C2D Intel i5 Computers Drive (4 : 3 Professional 4GB GB RAM Quadro Alibaba.com 4 HDD 256 : & GB - 15.6"" HD -",308
808540,Asus - 10 20C0001HUS LED,60
1114445,Asus ThinkPad - 10 20C0001HUS LED Value,60
1053797,ASUS N142 S500CA-SI30401U E531 Celeron 500 GHz - Laptop Bit Quadro,188
82933,asus n142 s500ca-si30401u e531 celeron bit ghz - laptop 500 quadro,188
834317,"i7 cf-53sblbalm model tmp255-m-54204g50mtkk-i5-4200u-4gb-500gb i5 | g4v04utaba | laptop inch i7-4510u, wifi accessories 6 8 konica 4 notebook",672
980943,"Konica CF-53SBLBALM Model TMP255-M-54204G50Mtkk-i5-4200U-4GB-500GB i5 Notebook Laptop I7 | Inch i7-4510U, Accessories 8 6 WiFi | G4V04UTABA 4",672
392202,"BRAND - E6410 CLIENT LAPTOP 5537 - 1800 30GHZ 2520M (2. 60GB HARD PROCESSOR, NOTEBOOK HDD, 4",593
21073,"Brand - E6410 Client Laptop 5537 - 1800 30GHz 2520M (2. 60GB Hard Processor, Notebook HDD, 4",593
927402,"15.6"" U9300 PARTS 14"" 90W QUALITY THIN SONY",297
457119,"Sony Quality Thin 14"" 90W U9300 15.6"" Parts",297
52006,"Dell F4M00AW#ABA 2000DX Inch i7 3"" G751JT-CH71 GHz PC 4300U w E-Series K2100M Core Via8880 Pro Windows Windows RAM -",268
501236,"dell f4m00aw#aba 2000dx inch i7 3"" g751jt-ch71 ghz pc 4300u w e-series k2100m core via8880 pro windows windows ram -",268
792321,I5 TABLET DV6 HP | INCH 2,658
472984,HP INCH DV6 | 2 TABLET I5,658
859941,"Lenovo Quality 4 2GHz Pavilion Core Ion I3-3110m, 4.2 - | Core WiFi Catalog.com Pro GB Manufacturer 6GB RAM Comprar",92
1196506,"lenovo quality 4 2ghz pavilion core ion i3-3110m, 4.2 - | core wifi catalog.com pro gb manufacturer 6gb ram comprar",92
388352,Amazon.com : Acer Aspire E3-111-C5GL 11.6-Inch Laptop (Cool Silver) : Computers & Accessories,479
1202333,Amazon.com : Acer Aspire E3-111-C5GL 11.6-Inch Laptop (Cool Silver) : Computers & Accessories,479
110551,Amazon.com : Acer Aspire E3-111-C5GL 11.6-Inch Laptop (Cool Silver) : Computers & Accessories,479
767524,"t420 533cl hp on pavilion 15.6"" phone 5 pro 4 4gb 80gb - desktops - in android 7ms shower ssd accessories core second computers 64-bit 1 |",649
162979,"HP Pavilion T420 Second 533CL 15.6"" Phone Core 4GB - Pro Desktops 80GB - 64-bit | Android 7ms Shower Computers 1 in 4 SSD on Accessories 5",649
745880,HP : - 13 Fit I3-3120m/ - (1.7 1 - 8 Atom Switching | Mineral | eBay,75
486154,HP : - FIT I3-3120M/ - (1.7 1 - 8 ATOM SWITCHING | MINERAL | EBAY,75
365094,MSI Selling (1 ALW17-5312sLV 64 - HD LED (1920x1080 1 Uk NVIDIA i7 Professional 64-bit | | SuperMulti No Buy LED GB GB 256 GB,585
448738,msi selling (1 alw17-5312slv 64 - hd led (1920x1080 1 uk nvidia i7 professional 64-bit | | supermulti no buy led gb gb 256 gb,585
852468,"Acer : W540 20b6005fca - 12.5"" Windows Core i5 512mb - i5 SSD - Hard / - GB GB by Deals,China",97
389770,"ACER : W540 20B6005FCA - WINDOWS CORE I5 512MB - I5 SSD - HARD / - GB GB BY DEALS,CHINA",97
1023455,"OTHER : 22XI 15-P030NR PCIE LED 8.1-10.1""LED | INCH - US WHOLESALE BUY 500GB | DVD 7 + HDMI ALIBABA.COM",677
30783,"Other : 22xi 15-p030nr PCIe LED 8.1-10.1""LED | Inch - US Wholesale Buy 500GB | DVD 7 + Hdmi Alibaba.com",677
1033600,2014 aspire - vology bundled gaming students for screen 4200m - ipm charge 6 4 kyb and 8 : -,245
812521,2014 Aspire - Vology Bundled Gaming Students for Screen 4200M - ipm Charge 6 4 KYB And 8 : -,245
200629,"Lenovo - Desktop 13 Hdd 13 1 Core 2GB i3 - Home 8 DDR3, (0A36317) i5-4310U Schenker - - 57328304 eBay GB",523
233180,"LENOVO DESKTOP CORE I3 HDD 13 1 HOME 2GB (0A36317) 8 13 - DDR3, - GB I5-4310U 57328304 - - EBAY SCHENKER",523
1151707,"AMAZON.COM THINKPAD GAMER DISK T540P 14"" 1 ON LENOVO PRINT W7PRO64 - 4 (IPS) EBAY WINDOWS | 4600, BUY / RAM - LAPTOPS SSD - VGA GB HDD SIM PRODUCT",599
923409,"Amazon.com ThinkPad Gamer Disk T540p 14"" 1 On Lenovo Print W7PRO64 - 4 (IPS) eBay Inch Windows | 4600, Buy / RAM - Laptops SSD - Vga GB HDD Sim Product",599
54240,"HP DELL 30 I5 ADAPTER 6"" CORTEX PROACTIVE 4GB 7 4GB RAM 4 | PRO BUY 8 PRO - LINUX,CHEAP ON - & 500",619
145821,"HP Dell 30 i5 Adapter 6"" Cortex Proactive 4GB 7 4GB RAM 4 | Pro Buy 8 Pro - Linux,Cheap on - & 500",619
135117,"Dell B53V-SO041G 7"" 9470m GHz 1 4GIG 55 620M 2 HDD 60GHz",370
2376,"Dell GHz 7"" 620M 55 2 4GIG 9470m B53V-SO041G 60GHz HDD",370
695891,"Toshiba Laptops E7240 ThinkPad Intel 3 Core Intel 2GB Notebook Intel : Windows Computers Wty 2,50 | A10 eBay : Black GB",716
802681,"TOSHIBA LAPTOPS E7240 INTEL 3 CORE INTEL 2GB NOTEBOOK INTEL : WINDOWS COMPUTERS WTY 2,50 | A10 EBAY : BLACK GB",716
10448,"Miniprice.ca : Revolve 20AQ - | Core i7-4600U i7-4710MQ, Form Gen USB : & D2500 - | (6M Laptop Calling Laptop",356
1207994,"MINIPRICE.CA : REVOLVE CALLING - | CORE I7-4600U I7-4710MQ, FORM GEN USB : & D2500 - | (6M LAPTOP 20AQ LAPTOP",356
990433,"Panasonic Lenovo Core Laptop 1"" Ultraportable Webcam",643
234965,"PANASONIC LENOVO CORE LAPTOP 1"" ULTRAPORTABLE WEBCAM",643
131856,"microsoft 4u 14"" thinkpad 17.3"" 17 2 3.1 53ghz 4g/640g/support i5 bx80646i54590 gb 250gb (e9y58ea) ghz ebay on gb laptop,laptop white blu-ray | 240 seagate",146
291464,"Microsoft 4U 14"" ThinkPad 17.3"" 17 2 3.1 53GHz 4g/640g/support i5 BX80646I54590 GB 250GB (E9Y58EA) GHz eBay on GB Laptop,Laptop White Blu-ray | 240 Seagate",146
947686,"Toshiba 6GHz 4th i5 Latitude Oem X2 ThinkPad eBay | 1.8ghz Accessories DDR3, 2012 Notebooks 15 Laptop,10 eBay XT2 i5-4300U 4",563
692449,"Toshiba Latitude Dominator-891 Notebooks 1.8ghz 6GHz 4th X2 2012 i5 15 i5-4300U Accessories DDR3, ThinkPad Oem | Laptop,10 eBay XT2 eBay 4",563
680696,Panasonic Acer TigerDirect.com 2465 Envy Notebooks GHz 3.7v 7 eBay Windows - 180 Business 4GB Laptop RAM Laptop - 2 16GB,144
684716,WINDOWS ENVY EBAY 2465 NOTEBOOKS 4GB 7 : LAPTOP 3.7V PANASONIC 180 - RAM BUSINESS 16GB GHZ 2 LAPTOP TIGERDIRECT.COM ACER -,144
692334,"Panasonic EliteBook Touchscreen Pavilion 30 | i5 12.5"" i5 : Accessories Details 1YR Details | 64-bit | RAM - | on",425
1149773,": 12.5"" | pavilion - | on elitebook touchscreen ram 64-bit 30 accessories details | | 1yr i5 details i5 panasonic",425
236010,"Dell X201E-DH01 2 Vology - 11.6"" LCD Intel GHz Prices RW 3.40 7 Selling Laptop",568
741654,dell x201e-dh01 2 vology - lcd intel ghz prices rw 3.40 7 selling laptop,568
1133457,"Hdmi/vga i7 Precision 12"" 2 Notebook Tablet Wholesale Miniprice.ca GHz Screen Laptop",437
184485,"Miniprice.ca Precision 12"" Wholesale Tablet Notebook i7 Hdmi/vga Lithium 2 GHz Screen Laptop",437
657978,"Lenovo ThinkPad X220 4291 - 12.5"" - Vology",133
207461,"Lenovo ThinkPad X220 4290 - 12.5"" - Vology",133
1016504,"Lenovo ThinkPad X220 4287 - 12.5"" - with UltraBase Series 3 - Vology",133
972646,"Acer Vostro C55-B5299 15.6"" Rk3188 Hour C2D SDRAM Intel GHz Laptop Nicaragua Laptop,Cheap & GB on eBay 8.1, eBay 2-in-One 320 256 Netbook GB",230
1115465,"acer vostro c55-b5299 15.6"" rk3188 hour c2d sdram intel ghz laptop nicaragua laptop,cheap & gb on ebay 8.1, ebay 320 256 netbook gb",230
1139326,"13.3 INCH 12 14"" - | DUAL 50GHZ DESKTOP 2TB PC WINDOWS SWITCHING IN GHZ GB 4G",122
1021669,"13.3 Inch 12 14"" - | Dual 50GHz Desktop 2TB PC Windows Switching in GHz GB 4G",122
184570,"Lenovo Inch 52 3352 - Pro Laptop Laptop A8-5550M 500GB Netbook Windows Computers 890552500093 Windows eBay Memory, Product & - 8 GT GB - : 4400 GB &",565
275791,"Lenovo Inch 52 3352 - Pro Laptop A8-5550M 500GB Netbook Windows Computers 890552500093 Windows eBay Memory, Product & - 8 GT - : 4400 GB &",565
1191811,"HP 4 - ASPIRE CORE 13.3"" 500GB HD GB - 4GB WINDOWS PRO COMPRAR DVD | 4 PRO |",360
354546,"13.3"" HP 4 Aspire - | HD GB - 4GB 2.4GHz Windows Pro 4 DVD 500gb Comprar Pro |",360
356571,"10.2 thinkpad 1037u ghz single-link ultrabook - 3437u 4gb i3-3217u netbook,2014 pcg ssd ddr3, | 7 gb ebay - nvidia hewlett-packard",562
858133,"10.2 ThinkPad 1037u GHz Single-link Ultrabook - AMD 3437U 4GB i3-3217U Netbook,2014 PCG SSD DDR3, | 7 GB eBay - NVIDIA HEWLETT-PACKARD",562
284046,0022265265451 tablet 11 128gb via8850 hp computer brushed 8gb 64-bit 8 windows windows i3 amazon.com | vology : notebook 3520m 4 sata computers,497
159134,Amazon.com Tablet HP Vology 11 Notebook 128GB i3 SATA 3520M 8GB Windows Windows 8 64-bit | 0022265265451 Via8850 : Brushed 4 Computer Computers,497
1117553,"Acer Aspire V3-772G-747a121.12TBDCckk 17.3"" LED ComfyView Notebook - Intel Core I7 I7-4702MQ 2.20 GHz - Black (12 GB RAM - 1 TB HDD - 120 GB SSD - Blu-ray Reader/DVD-Writer - NVIDIA GeForce GTX 760M - Windows 8 64-bit - 1920 X 1080 Display - Bluetooth) Price Comparison at Buy.net",493
561607,Amazon.com : Acer Aspire V3-772G-9460 17.3 LED Notebook Intel Core i7-4702MQ 2.20 GHz 12GB DDR3 1TB HDD + 120GB SSD Blu-ray Reader/DVD-Writer NVIDIA GeForce GTX 760M Windows 8 Black : Laptop Computers : Computers & Accessories,493
1195862,"Dell Inch - Laptop 13.3"" 2 100 750GB i7 Windows",634
423218,"dell inch - laptop 13.3"" 2 100 750gb i7",634
89391,"hp new m65 i5 6"" b960 4900mq core 2x128gb netbook - chinese : | d2500 / in drive downgrade",637
406887,"HP New M65 i5 6"" B960 4900MQ Core 2x128GB Netbook - Chinese : | D2500 Pc,Mid,Mid / In Drive downgrade",637
914152,"schenker 8 - vology 1 series core | travelmate - 2ghz laptops on unbranded a13 ram, thinkpad",601
817262,"Schenker TravelMate ThinkPad Vology 1 Series A13 Core - - 2GHz Laptops on Unbranded | RAM, 8",601
284669,"shenzhen thinkpad x131e 0622 - 500 15.6""",295
575124,"Shenzhen ThinkPad X131e 0622 - 500 15.6""",295
1023641,"lenovo elitedisplay - years edition 3"" 500 15.6-inch dvd usb office details 500gb ghz nvidia star® mediatek mygofer.com ram",34
385194,"Lenovo EliteDisplay - Years Edition 3"" 500 15.6-Inch DVD Usb Office Details 500GB GHz NVIDIA STAR® Mediatek MyGofer.com RAM",34
1144599,"Toshiba Inspiron XT2 Envy i3542-6666BK - - 11 Laptop 3320M 4GB Core Webcam Product | GB Computer LED Memory, Windows 128",393
1034750,"- INSPIRON WEBCAM CORE 128 MEMORY, - | GB 3320M 4GB XT2 WINDOWS PRODUCT LAPTOP I3542-6666BK COMPUTER ENVY 11 LED TOSHIBA",393
297942,"2014 toughbook t440s k200ma-ds01t-wh(s) 1"" russian (59421369) ssd print (2.4 usato core 1gb | works selling 128 | ram | & gb",443
310848,"2014 Toughbook T440S K200MA-DS01T-WH(S) 1"" Russian (59421369) SSD Print (2.4 Usato Core 1GB | Works Selling 128 | RAM | & GB",443
9664,"LENOVO L520 9656 24"" : 2 USED WINDOWS SIX METALLIC LAPTOP,GAMING HDD 320 EBAY PC 1 PRODUCT 8 TABLET GHZ :",259
408600,"Lenovo : 24"" 9656 L520 Six Used Windows GHz Metallic Laptop,Gaming HDD 2 eBay PC 1 Product 8 Tablet 320 :",259
633806,LENOVO THINKCENTRE E6400 CORE CORE SATA TOUCHSCREEN 4GB COLOR CORE RK3188 I5-4200M SALE DVDRW EBAY 64-BIT INTEL GB,442
348909,Lenovo Thinkcentre E6400 Core Core SATA Touchscreen 4GB color Core RK3188 i5-4200M Sale DVDRW eBay 64-bit Intel GB,442
542235,"Sony ThinkPad Fit Laptop Built-in 13.3"" -",275
985446,"13.3"" THINKPAD FIT LAPTOP BUILT-IN SONY -",275
39018,"PANASONIC TOUGHBOOK 2 17 SALE 8GB 8 1-WAY, 2.5/4GB/750GB/DVDRW/14/WEBCAM/W7P64 - | GRAPHICS PRO 7 : GB",678
776338,"Panasonic Toughbook 2 17 Sale 8GB 8 1-Way, 2.5/4GB/750GB/DVDRW/14/Webcam/W7P64 - | Graphics Pro 7 : GB",678
243255,dell lenovo m5010 2466 notebook i7 workstation i7 00ghz solid | hd 3230m buy 500gb ebay drive pro 2.10 ram dual 320 1 - - -,651
695104,Dell Lenovo M5010 2466 Notebook i7 Workstation i7 00GHz Solid | HD 3230M Buy 500GB eBay Drive Pro 2.10 RAM Dual 320 GB 1 - - -,651
933048,"Lenovo ThinkPad X1 Carbon 3448 - 14"" - Core i7 3667U - Windows 8 Pro 64-bit - 8 GB RAM - 256 GB SSD - Vology",170
85149,"Lenovo ThinkPad X1 Carbon Touch 3448 - 14"" - Core i7 3667U - Windows 8 Pro 64-bit - 8 GB RAM - 256 GB SSD - Vology",170
783266,"Lenovo ThinkPad X1 Carbon 3448 - 14"" - Core i7 3667U - Windows 8 Pro 64-bit / Windows 7 Pro 64-bit downgrade - 8 GB RAM - 240 GB SSD - Vology",170
327240,"Lenovo ThinkPad X1 Carbon 3448 - 14"" - Core i7 3667U - Windows 8 Pro 64-bit - 8 GB RAM - 240 GB SSD - Vology",170
298498,"Lenovo ThinkPad X1 Carbon 3448 - 14"" - Core i7 3667U - Windows 8 Pro 64-bit - 8 GB RAM - 180 GB SSD - Vology",170
